PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
,6,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 19, 2015 Sunday",144 of 344 DOCUMENTS,The Tampa Tribune (Florida),"Usher, Gwen Stefani among headliners for Earth Day rally",,NATION & WORLD; NationWorld; Pg. 2,,208 words,,,"April 20, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,earth,rally,draw,climate,change,poverty,perform,know,thing,Train,concert,saturday,big,name,world,politics,confront,issue,usher,set,free,citizen,2015,host,.i.,o'brien,event,near,crowd,thousand,backstage,frontman,much,environmental,movement,push,end,extreme,stay,involved,permanently,we,aware,hand,dirty,go,easy,show,everyone,responsibility,help,solve,global,problem,wake,every,lot,within,grasp,kind,oh,ok,whatever,think,reality,hopeful,actually,something,organizer,announce,plan,developer,popular,angry,bird,game,create,new,experience,press,all_day,National_Mall,Mary_J._Blige,Gwen_Stefani,Common,Global,Soledad,Washington_Monument,Patrick_Monahan,Patrick_Stump,Fall_Out_Boy,Stump,in_game,Associated
,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 25, 2015 Friday",154 of 344 DOCUMENTS,The Tampa Tribune (Florida),Pope's politics are based on helping others,,METRO; Pg. 17,,656 words,,,"September 25, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,pope,people,conservative,opinion,visit,address,take,human,know,politician,thursday,serve,something,homeless,help,talk,give,someone,call,politics,social,liberal,guy,whether,gosar,global,climate,change,country,percent,ago,church,need,set,religious,billion,express,greed,instead,Congress,Pope,column,relate,best,elite,prime,seat,soup,kitchen,hungry,eat,venture,freezing,night,coffee,blanket,volunteer,elderly,hold,hand,adopt,kid,make,word,comfort,answer,phone,midnight,turn,indispensable,without,ask,place,higher,priority,hoot,ongoing,armageddon,around,we,every,look,real,message,question,tune,static,voice,listen,rep.,paul,example,proud,catholic,boycot,joint,session,pontiff,believe
,9,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 20, 2015 Sunday",156 of 344 DOCUMENTS,The Tampa Tribune (Florida),Don't count out Jeb Bush,,VIEWS; Pg. 36,,746 words,,,"December 20, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,bush,Bush,Islamic_State,national,dismiss,voter,seem,determine,provide,nation,regulation,create,support,without,need,Congress,primary,vote,take,campaign,remain,still,mind,go,former,war,anyone,state,government,think,favor,economy,promise,program,rule,executive,president,law,prove,particularly,change,model,water,number,plan,force,fight,leader,security,telephone,Florida,Obama,Iraq,many,commentator,quick,effective,performance,last,week,debate,little,late,strike,we,dumbfound,give,place,presidential,fluid,beyond,zealous,core,supporter,republican,make,definitely,unanticipated,resistance,name,rusty,early,governor,retain,robust,chest,possess,view,impressive,leadership,resume,race,recent,visit,energize,revolutionize,analytical,champion,conservative
,8,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 16, 2015 Tuesday",162 of 344 DOCUMENTS,The Tampa Tribune (Florida),Pope: Humans are a factor in global warming; Draft of encyclical blames wasteful behavior of rich,NICOLE WINFIELD; The Associated Press,NATION & WORLD; NationWorld; Pg. 4,,341 words,VATICAN CITY,,"June 16, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,encyclical,draft,Francis,environment,pope,document,many,climate,protect,l'espresso,publish,make,pollution,read,skeptic,Italian,copy,eagerly,await,call,urgent,action,fight,global,warming,mostly,due,human,activity,burn,fossil,fuel,spokesman,rev,leak,newsweekly,website,monday,final,version,official,still,release,schedule,thursday,galley,form,point,adviser,monthslong,rollout,lay,scientific,moral,reason,creation,noting,poor,already,suffer,air,toxic,dump,continue,bear,brunt,rise,sea,level,extreme,weather,condition,population,growth,blame,ecological,problem,rather,consumerist,wasteful,behavior,rich,back,comment,science,show,impact,planet,continual,loss,biodiversity,rainforest,melting,glacier,overfish,seas,world,water,supply
,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 15, 2015 Thursday",169 of 344 DOCUMENTS,The Tampa Tribune (Florida),St. Pete mayor targets green projects with BP oil spill money [JUMP]Council members have their own ideas of how to spend $6.5M; Council members have their own ideas of how to spend $6.5M,steven girardi Tribune staff,METRO; Pg. 5,,769 words,,,"October 15, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,city,million,Kriseman,mayor,use,proposal,project,settlement,bp,spend,make,building,include,program,art,kriseman,oil,spill,we,reduce,st,petersburg,roll,6.5,deepwater,horizon,lawsuit,fund,water,call,council,infrastructure,"250,000",help,emission,system,may,buy,operate,ferry,propose,replace,better,july,cause,sewer,money,next,five,discuss,endowment,"40,000",contribution,might,gulf,pay,county,energy_efficient,bike_sharing,Tampa,list,disaster,2010,st.,rick,suggestion,heavy,emphasis,environmental,believe,greener,sustainable,resilient,news,conference,wednesday,people,attend,announcement,resource,appropriate,example,priority,must,go,review,approval,1.24,protect,vulnerable,area,extreme,weather,climate,change,plan,become,greenhouse,gas
,23,19,9,7,6,6,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 16, 2015 Friday",170 of 344 DOCUMENTS,The Tampa Tribune (Florida),"Some real creatures haunted horror movie [JUMP]Cast battled spiders, mosquitoes, and lots of gators were around; Cast battled spiders, mosquitoes, and lots of gators were around",PAUL GUZZO Tribune staff,METRO; Pg. 3,,1039 words,,,"October 16, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,film,horror,make,movie,x2756,Sperko,wind,area,know,character,Wind_Walkers,walker,filming,mangrove,forest,we,set,mosquitoe,Florida,Tampa,friday,many,outdoors,still,deep,everywhere,wolf,spider,friedenberg,find,invest,time,Bradenton,full,occur,isolation,scare,pretty,well,ask,november,show,friend,native,live,huge,move,something,walk,base,camp,eye,sperko,die,festival,produce,prompt,bear,isolate,actor,real,thing,love,turn,wood,audience,decision,help,easily,believe,mystery,place,lot,legend,search,human,sky,last,never,script,take,nothing,natural,location,school,starr,tell,sex,ed,American,Martinolich,2013,premiere,locally,fright,perhaps,behind,scene,wilderness
,12,7,7,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"October 26, 2015 Monday",174 of 344 DOCUMENTS,The Tampa Tribune (Florida),Icemaker parks excess energy when it's plentiful for use at peak demand times,IVAN PENN Los Angeles Times,METRO; Business; Pg. 17,,631 words,,,"October 26, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,energy,ice,storage,unit,electricity,company,home,grid,store,battery,demand,solar,bear,business,power,utility,go,need,system,water,maker,sell,cabinet,size,emergency,week,big,cost,change,create,solution,wind,provide,generation,night,time,rooftop,later,renewable,back,state,3.0,commercial,building,air,conditioner,run,Sonnenbatterie,Los_Angeles,air_conditioning,U.S.,icemaker,sexy,technology,note,grow,fast,tout,approach,make,sleek,refrigerator,bank,huge,mobile,three,pioneer,frontier,lot,money,concern,climate,consumer,clean,especially,fully,capture,possibility,alternative,consistent,sun,way,stop,blowing,backup,load,meanwhile,use,overnight,mean,temporarily,park,excess,include,plentiful,inject,onto,spokeswoman,independent
,17,11,8,8,6,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 13, 2015 Friday",177 of 344 DOCUMENTS,The Tampa Tribune (Florida),SECTION: NATION & WORLD; Views; Pg. 18,,,,905 words,,,"November 13, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,Obama,oil,pipeline,president,people,nuclear,drug,environment,percent,well,much,bad,judgment,project,use,waste,war,leave,tax,economy,Keystone,amazing,arrogance,kill,make,reject,nov,best,relate,recall,foray,form,money,million,go,spend,billion,site,area,man,common,sense,power,way,americans,reason,drive,concern,many,statement,global,take,allow,trade,country,bring,world,thousand,security,correct,simple,question,article,painful,family,situation,open,cause,price,corporate,fact,offer,consumer,savings,boost,Midwest,America,Saudi_Arabia,Pedro_Pan,American,letter,name,joke,remember,work,quite,worse,terrain,weather,room,caribou,herd,migrate,danger,ecology,rail,car,fill,crude
,9,7,6,6,6,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 28, 2015 Wednesday",182 of 344 DOCUMENTS,The Tampa Tribune (Florida),Monarch population makes royal comeback; Number of butterflies migrating to Mexico rebounds,MARK STEVENSON; the Associated Press,NATION & WORLD; NationWorld; Pg. 10,,387 words,MEXICO CITY,,"January 28, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,butterfly,monarch,acre,Mexico,rebound,cover,population,number,percent,low,winter,grounds,last,level,remain,accord,world,wildlife,fund,area,1993,scientist,climate,migrate,find,forest,make,trip,mountain,west,lead,danger,million,many,decline,create,Mexico_City,still,dangerously,reach,1.65,smallest,begin,2.79,formal,census,environmental,authority,release,tuesday,suffer,loss,milkwee,habitat,illegal,log,change,pine,fir,spend,though,life,round,course,good,news,occupy,season,increase,head,peak,1996,44.5,entomologist,anything,4.1,category,continue,concerned,sign,significant,recovery,plummete,partially,recover,2001,drive,rain,bitter,cold,kill,speculate,seriously,deplet,2002,surprise,twice,return,predict
,10,7,5,5,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 22, 2015 Sunday",210 of 344 DOCUMENTS,The Tampa Tribune (Florida),What can France do?,John R. Bowen Los Angeles Times,VIEWS; Pg. 35,,820 words,,,"November 22, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,France,French,school,religious,Paris,people,young,may,terrorist,country,jihadi,sense,Islamic_State,Syria,france,night,center,enjoy,least,attack,call,still,course,many,city,homegrown,continue,leave,cultural,islamic,potential,feel,mainstream,life,neighborhood,whether,society,landscape,leader,close,community,urban,idea,network,national,effort,state,work,citizen,Algerian,British,Muslim,nov,hundred,gun,warm,november,weather,eat,dinner,take,show,132,die,statement,claim,responsibility,promise,horror,capital,prostitution,obscenity,choose,recover,satirical,magazine,charlie,hebdo,target,across,hit,seem,attempt,neighbor,murderer,frenchman,criminal,record,killer,reason,plight,often,mention,colonial,past,fight,bloody,war,independence
,10,7,5,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 26, 2015 Monday",212 of 344 DOCUMENTS,The Tampa Tribune (Florida),"Millions of modified pests could be released in Keys [JUMP]Researchers altered mosquito's DNA to fight dengue, chikungunya; Researchers altered mosquito's DNA to fight dengue, chikungunya",JENNIFER KAY The Associated Press,NATION & WORLD; NationWorld; Pg. 1,,737 words,,,"January 26, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,modify,Oxitec,release,mosquitoe,disease,human,genetically,use,mosquito,female,experiment,people,bite,U.S.,million,dna,neighborhood,think,bitten,breeding,kill,cause,synthetic,lab,male,test,Key_West,DNA,grow,threat,viral,bug,painful,insect,cure,allow,change,show,risk,science,issue,still,public,spread,virus,insecticide,aegypti,whose,six,enter,spokeswoman,country,resident,neither,report,British,Aedes,fda,mull,fight,researcher,win,approval,extremely,never,close,set,loose,residential,essentially,drug,executive,director,wait,hear,chikunguny,fright,ened,organism,"130,000",sign,org,petition,potential,booster,responsible,must,benefit,outweigh,fine,definitely,stick,something,thorny,general,study,control,controller,run
,10,9,7,7,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 12, 2015 Sunday",219 of 344 DOCUMENTS,The Tampa Tribune (Florida),Transgender teen [#x2028]living life of transition; She and others like her are challenging their schools,ERIN KOURKOUNIS Tribune staff,NATION & WORLD; Metro; Pg. 1,,2451 words,,,"April 12, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,school,transgender,Zavala,student,gender,x2756,transition,kid,zavala,people,make,feel,surgery,take,girl,identity,time,high,need,psychologist,include,find,woman,still,class,many,Alonso,makeup,body,hormone,work,show,use,issue,know,age,protect,live,boy,tell,change,think,teacher,public,identify,family,pronoun,look,person,grow,lot,today,best,something,group,friend,love,man,start,parent,daughter,way,fashion,become,go,Monica_Zavala,ago,therapy,support,restroom,study,training,staff,child,much,sure,bullying,policy,place,different,wear,mean,female,male,accept,gay,spend,hour,room,refer,dad,try,period,comfortable,medical,name,doctor,breast,three
,41,33,22,21,17,15,10,9,8,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"September 23, 2015 Wednesday",230 of 344 DOCUMENTS,The Tampa Tribune (Florida),SECTION: NATION & WORLD; NationWorld; Pg. 7,,,,661 words,,,"September 23, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,president,U.S.,later,return,man,ago,fire,speech,sen,television,along,planet,victory,die,white,black,withdraw,open,follow,attempt,people,kill,world,attack,press,New_York,sept.,1952,become,know,salvage,nomination,appear,live,refute,allegation,improper,campaign,fundraising,1779,revolutionary,war,warship,bon,homme,richard,command,defeat,battle,however,seriously,damage,sank,1780,spy,capture,papers,revealing,plot,surrender,british,1806,expedition,set,1846,neptune,identify,astronomer,galle,1908,apparent,baserunning,error,giant,cost,team,leave,game,tie,rematch,pennant,1939,sigmund,freud,founder,psychoanalysis,age,83.1955,jury,acquit,j.w,murdering,teenager,admit,crime,interview,magazine,1957,nine
,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 10, 2015 Tuesday",236 of 344 DOCUMENTS,The Tampa Tribune (Florida),Castor shows off co-generation energy plant; She calls hospital facility 'a model for the nation',CHRISTOPHER O'DONNELL; Tribune staff,METRO; Pg. 14,,401 words,TAMPA,,"November 10, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,carbon,plant,gas,energy,plan,U.S.,Castor,pallone,tour,dioxide,greenhouse,hospital,medical,percent,state,Florida,rep.,kathy,castor,frank,rank,member,world,meteorological,organization,report,rep,business,burn,produce,reduce,bill,nation,waste,among,challenge,include,cost,U.S._House_Energy,Commerce_Committee,New_Jersey,level,record,high,call,government,put,resource,lower,make,point,give,fellow,natural,enough,power,250,home,roughly,"200,000",per,official,heat,capture,converted,steam,use,sterilize,equipment,model,have,creative,pollution,well,next,treatment,system,2014,2.4,million,pound,pulverize,substance,create,something,love,replicate,part,country,push,cut,president,announce,august,require,reduction,emission,2030,response
,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 27, 2015 Friday",239 of 344 DOCUMENTS,The Tampa Tribune (Florida),Scientists tweaking genes of mosquitoes; They hope to create insects that can spread an immunity to malaria,LAURAN NEERGAARD; The Associated Press,NATION & WORLD; NationWorld; Pg. 19,,788 words,WASHINGTON,,"November 27, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,gene,drive,mosquitoe,mosquito,California,use,malaria,new,researcher,alter,study,work,spread,species,James,technology,insect,pass,promise,population,might,wild,biologist,protection,make,team,country,give,far,the,experiment,involve,call,technique,certain,chance,inherite,engineered,lab,question,try,disease,involved,know,change,nature,kill,million,people,parasite,bite,infect,develop,particular,next,process,wipe,example,scientist,transgenic,research,Sciences,University,San_Diego,hatch,evolution,shove,groundbreaking,ensure,protective,reproduce,implication,beyond,fight,pan,genetics,plant,animal,faster,normally,university,create,strain,specially,percent,offspring,mutant,keep,secure,highlight,along,safe,this,major,advance,show,intervention,likely,effective
,19,9,8,7,7,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 12, 2015 Monday",243 of 344 DOCUMENTS,The Tampa Tribune (Florida),Looking forward by looking back,LEE H. Hamilton; Special To The Tampa Tribune,NATION & WORLD; Views; Pg. 14,,376 words,,,"January 12, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,congress,Congress,bill,vote,allow,question,president,need,take,let,basic,pass,omnibus,rule,special,interest,oversight,government,114th,underway,political,world,focus,intently,road,ahead,tax,trade,immigration,climate,change,job,creation,long,list,issue,burn,whether,find,common,ground,yet,work,hard,look,end,ask,different,abject,failure,start,number,accord,library,296,113th,sign,comparison,sake,906,call,recent,version,least,productive,modern,history,fail,spectacularly,dozen,annual,appropriation,budget,resolution,suppose,set,overall,fiscal,policy,never,legislate,worst,possible,way,use,spend,cram,everything,manage,reliance,write,secret,violate,every,good,legislative,process,deny,transparency
,6,6,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 16, 2015 Friday",244 of 344 DOCUMENTS,The Tampa Tribune (Florida),"In reference to attacks in Paris, pope says free speech has limits; 'You cannot insult the faith of others,' he says on Philippines leg of Asia tour",NICOLE WINFIELD and TERESA CEROJANO; The Associated Press,NATION & WORLD; NationWorld; Pg. 19,,366 words,"MANILA, Philippines",,"January 16, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,Francis,nation,attack,freedom,faith,make,people,visit,largest,refer,limit,especially,insult,hundred,speech,fundamental,right,good,way,papal,plane,expect,punch,other,justified,Asia,Catholic,Paris,God,begin,thursday,provocative,statement,expression,ridicule,someone,comment,en,route,thousand,line,street,cheer,arrive,second,final,leg,tour,focus,plight,poor,exploit,victim,injustice,theme,sure,resonate,poverty,afflict,nearly,100,million,weigh,debate,rage,much,world,massacre,extremist,satirical,newspaper,charlie,hebdo,subsequent,kosher,supermarket,leave,three,gunman,dead,defend,duty,speak,common,free,confront,another,equally,human,religion,example,organize,trip,stand,side,aboard,friend,dr,gasparri
,7,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 25, 2015 Wednesday",257 of 344 DOCUMENTS,The Tampa Tribune (Florida),Too many 'sheep' in Tallahassee? Former lawmakers say yes,,NATION & WORLD; Views; Pg. 11,,699 words,,,"February 25, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,go,representative,less,Fasano,sheep,member,state,leadership,ask,run,Tallahassee,Davis,former,follow,problem,office,diam,campaign,money,legislator,comment,week,still,may,change,observation,political,really,make,let,vote,democratic,legislative,least,budget,bill,pass,well,leader,little,tell,space,spot,somebody,influence,button,sit,way,candidate,pick,brother,democrat,people,punish,Tiger_Bay_Club,House,Koch,bow,although,influential,acknowledge,last,many,must,along,early,sign,congressman,senator,passé,old,hand,thing,work,evoke,shock,awe,ordinary,folk,time,tax,collector,use,expansion,debate,example,declare,conscience,can,permission,forget,forgiveness,incredibly,autocratic,process,ironically,country,world,body
,10,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 17, 2015 Sunday",274 of 344 DOCUMENTS,The Tampa Tribune (Florida),Someone step up and lead Florida,,METRO; Pg. 0,,619 words,,,"May 17, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,state,Scott,time,governor,leadership,run,job,lot,x2756,budget,government,Florida,way,citizen,perhaps,republican,democrat,care,least,probably,go,2018,spend,legislature,head,point,better,last,week,political,set,need,skill,story,water,st,augustine,historic,expect,plan,Putnam,Rick_Scott,Buckhorn,column,somebody,please,offer,save,lunacy,amok,gentleman,red,blue,ideology,disagree,issue,policy,competence,agriculture,secretary,bright,personable,respected,gov,bear,raise,root,deep,serve,representative,four,buckhorn,equally,smart,determine,popular,second,term,mayor,result,word,familiar,renaissance,city,work,side,aisle,aplomb,concept,otherwise,incomprehensible,brand,govern,try,figure,anything,man,stand,essentially
,8,6,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 14, 2015 Sunday",284 of 344 DOCUMENTS,The Tampa Tribune (Florida),Clinton formally kicks off 2016 bid in NYC; Candidate promises to carry on liberal legacies,LISA LERER; The Associated Press,NATION & WORLD; NationWorld; Pg. 12,,568 words,NEW YORK,,"June 14, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,Clinton,campaign,president,2016,saturday,woman,former,call,people,speech,take,hillary,embrace,potential,make,history,ask,rally,leave,anyone,build,end,2008,toward,father,many,roughly,state,in,policy,pay,gay,try,future,inclusive,mother,America,New_York,United_States,Democratic,Obama,kickoff,rodham,formally,kick,presidential,enthusiastic,become,win,supporter,gather,outdoor,join,building,behind,downtown,skyline,new,world,trade,center,shoulder,offer,fierce,advocate,still,struggle,great,recession,she,promise,carry,liberal,legacy,d.,roosevelt,husband,real,last,prosperity,must,share,conced,backer,able,shatter,highest,hardest,glass,ceiling,vow,push,ahead,tell,daughter,yes,anything,think,know
,10,6,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 4, 2015 Saturday",294 of 344 DOCUMENTS,The Tampa Tribune (Florida),INDOOR VS. OUTDOOR EXERCISING: Which is more productive?,Alina Gonzalez; Byrdie (TNS),4YOU; 4U; Pg. 10,,474 words,,,"July 4, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
