PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"July 1, 2016 Friday",4 of 105 DOCUMENTS,The New York Post,A free-speech win over Schneid & Co.,Adam Brodsky,All Editions; Pg. 25,,757 words,,,"July 1, 2016",ENGLISH,,,,,,Newspaper,"Copyright 2016 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,company,Exxon,Schneiderman,attorney,schneiderman,claim,probe,may,general,subpoena,law,climate_change,draw,believe,consensus,climate,launch,investor,exxon,co.,state,anyone,risk,right,move,outrage,amendment,champion,greeny,danger,change,week,take,note,walker,fraudulently,public,group,question,make,think,issue,yet,presser,become,radical,political,attack,write,clean,energy,fund,person,threaten,free,secure,constitution,First,New_York,Walker,fossil_fuel,'schneiderman,eric,fellow,lesson,propaganda,broad,prosecute,dissent,monumental,blow,theory,ideological,pal,wise,ludicrous,racketeering,send,sweeping,ostensibly,suspicion,similar,downplay,seek,correspondence,suspect,crime,orthodoxy,obvious,point,twice,finding,research,produce,position,mean,scare,donor,wednesday
,8,7,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 11, 2016 Friday",6 of 105 DOCUMENTS,The New York Post,Hot Climate for Free Speech,Editorial,All Editions; Pg. 22,,266 words,,,"March 11, 2016",ENGLISH,,,,,,Newspaper,"Copyright 2016 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,company,legal,climate,change,risk,claim,attorney,general,research,keep,secret,science,free,FBI,ExxonMobil,watch,may,jail,start,eye,action,question,receive,information,certain,allegation,refer,loretta,hearing,wednesday,january,ask,racketeering,probe,presumably,criminal,warrant,eric,schneiderman,activist,include,lawmaker,ago,show,fossil,fuel,contribute,global,warming,info,misl,investor,idea,patently,ludicrous,fact,still,quite,primitive,neither,exxon,anyone,else,ever,definitive,proof,anything,dark,admit,publish,extensive,decade,largely,line,mainstream,climatology,threat,warning,dissenter,shut,armageddon,plus,prosecutor,might,squeeze,billion,along,way,add,outrageous,attack,speech,pander,ideologue,testing,assumption,core,americans,right
,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 20, 2016 Friday",7 of 105 DOCUMENTS,The New York Post,Global warm defies freezin',Andrea Peyser,All Editions; Pg. 22,,62 words,,,"May 20, 2016",ENGLISH,,,,,,Newspaper,"Copyright 2016 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,sign,calendar,yet,part,hit,five,inch,snow,week,global,cool,warming,alarmist,invariably,weather,deviation,spell,opposite,scary,climate,change,planetary,huckster,admit,wrong,july,doubt,mid_May,New_England,Northern_Hemisphere,deep_freeze
,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 7, 2016 Friday",9 of 105 DOCUMENTS,The New York Post,O's Climate Excuse,Editorial,All Editions; Pg. 22,,255 words,,,"October 7, 2016",ENGLISH,,,,,,Newspaper,"Copyright 2016 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Obama,climate,change,Syria,blame,threat,unrest,time,rebel,save,face,yes,president,really,try,horror,way,sweepstake,shift,toward,crusade,away,inaction,event,actor,cite,powerful,study,suggest,drought,happen,contribute,civil,war,go,make,global,warming,issue,ignore,member,congress,scoff,extol,patriotism,look,start,peaceful,protest,dictator,answer,bullet,barrel,bomb,trigger,rebellion,insist,stay,refuse,step,set,zone,shield,innocent,civilian,send,arm,instead,mock,pharmacist,dentist,scene,jv,team,loudly,draw,red,line,blink,enforce,thanks,lifeline,later,intervene,decisively,nothing,simply,fight,rather,actually,still,claim,right,along,smug,pathethic,two_fer,self_justification,White_House
,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
