PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
,birth,parent,record,adoption,adoptee,age,open,state,certificate,access,law,unless,consent,court,mother,vetoe,Oregon,give,july,initiative,measure,issue,veto,adopt,child,promise,challenge,right,whether,search,privacy,father,allow,1967,order,pass,group,people,rape,incest,disclosure,make,confidentiality,begin,lead,secrecy,change,think,find,seal,depend,1997,adoptive,Bastard_Nation,Freundlich,nothing,may,person,adult,original,document,voter,last,side,anonymity,ago,speak,product,many,feel,life,identify,every,history,yet,request,civil,successful,older,never,persuade,judge,new,set,good,turn,list,1994,always,certain,usually,matter,1996,stigma,still,alaska,limited,registry,success
,54,29,24,22,19,17,15,14,12,12,9,9,8,7,7,7,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 27, 1999, Tuesday",32 of 78 DOCUMENTS,USA TODAY,"Finding a formula for equality Female scientists bond over MIT bias, become a catalyst for change",Mary Beth Marklein,LIFE; Pg. 1D,,1133 words,"CAMBRIDGE, Mass.",,"July 27, 1999",ENGLISH,,,"PHOTO, B/W, C.J. Gunther for USA TODAY; Equality lab: MIT professors Nancy Hopkins, left, Mary-Lou Pardue and Leigh Royden questioned the treatment of women.",COVER STORY,,,"Copyright 1999 Gannett Company, Inc."
,woman,discrimination,MIT,professor,university,school,think,faculty,sex,lawsuit,whether,man,tenure,administrator,college,AAUP,Washington,field,issue,increase,deny,action,sue,court,expert,charge,law,Hopkins,University,female,colleague,begin,discriminate,teach,pay,research,find,far,nationwide,hit,give,lawyer,group,become,harder,recent,number,reason,particular,make,argue,complaint,file,award,million,1993,evidence,suggest,go,settle,observer,complain,without,similarly,intentional,account,course,class_action,Euben,nancy,hopkin,problem,five,ago,explore,treat,media,blitz,march,acknowledge,prominent,topic,assignment,space,consistently,short,strike,nerve,nearby,away,bury,week,write,world,molecular,biologist,suddenly,great,demand
,20,10,9,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 10, 1999, Tuesday",33 of 78 DOCUMENTS,USA TODAY,Britain will unleash imported pets Animals from USA still face long quarantine,Kevin Johnson,NEWS; Pg. 12A,,1092 words,"OTTERSHAW, England",,"August 10, 1999",ENGLISH,,,"PHOTO, B/W, Toby Melville, AP; PHOTO, B/W, Kleran Doherty, Reuters; Dog-gone happy: Jackie Paradis of the Royal Society for the Prevention of cruelty to Animals, shows a device that scans for microchips in animals. Attilla approves. I.D. tag: The microchip can be inserted under the skin of a dog or cat's neck.",,,,"Copyright 1999 Gannett Company, Inc."
,quarantine,cat,owner,make,kennel,pet,Fretwell,take,dog,country,isolation,case,go,le,mare,chair,recent,finally,raby,long,law,reform,system,ministry,spokesman,decision,animal,almost,every,business,many,Britain,American,Jinx,Riesenfeld,form,national,next,still,solitary,bed,import,outbreak,allow,group,prime,minister,news,hour,luxury,operator,start,great,risk,number,quarantined,death,official,diagnose,three,family,convinced,move,confinement,know,distress,client,expense,outside,less,mean,change,include,public,boy,waiver,England,London,Wey_Farm,Ministry,Beau,Dowell,time,new,emancipation,effect,april,zoe,terrier,stint,joint,run,course,polite,five,remain,pace,proper,wingback
,10,9,7,6,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 11, 1999, Wednesday",34 of 78 DOCUMENTS,USA TODAY,Global Surveyor photos show Mars' changing face,Paul Hoversten,NEWS; Pg. 7A,,517 words,WASHINGTON,,"August 12, 1999",ENGLISH,,,"PHOTOS, Color, Malin Space Science Systems/NASA (4); PHOTO, Color, NASA; Weather patterns: Several camera images from the Global Surveyor were used to create a time-lapsed 'movie' that displays the development of a storm over a two-day period. Spring on Mars: This picture shows the southern hemisphere of Mars before the start of spring. The retreating polar cap is in the lower quarter.",,,,"Copyright 1999 Gannett Company, Inc."
,Mars,planet,dune,weather,find,surface,NASA,sand,cloud,scientist,feature,northern,hemisphere,polar,dust,study,Global_Surveyor,new,spacecraft,active,change,shift,swirl,space,mar,far,southern,move,ice,cap,winter,earth,devil,mile,high,Malin_Space_Science_Systems,Earth,photo,surveyor,show,tuesday,image,run,counter,prevail,view,something,stuck,freezer,million,instead,dynamic,understanding,climate,important,ever,decide,send,human,manned,mission,discuss,plan,cold,dry,desert,stagnant,place,build,camera,orbit,around,1997,monitor,daily,basis,satellite,continuous,startling,season,opposite,summer,fall,storm,brew,july,january,approach,grow,cover,plain,bring,low,layer,fog,snow,darkness,spring,thin
,7,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 27, 1999, Friday",35 of 78 DOCUMENTS,USA TODAY,Growth funds can buffer your worries of inflation,John Waggoner,MONEY; Pg. 3B,,874 words,,,"August 27, 1999",ENGLISH,,,,,,,"Copyright 1999 Gannett Company, Inc."
,fund,inflation,stock,rate,growth,traditional,company,late_cycle,time,raise,feed,large_company,federal,interest,buy,cycle,rise,price,resource,past,return,five,Fed,DuPont,reserve,sell,true,best,fear,might,share,bank,try,economy,head,period,make,sense,raw,material,gold,fare,end,likely,fact,dow,mutual,natural,mining,aug,value,fall,key,control,technology,whose,biggest,500,earning,long,short_term,Standard,Poor,everything,move,c.,none,business,accompany,locust,response,board,bump,5.25,tuesday,discount,charge,overnight,loan,4.75,cool,sea,change,last,lower,three,avert,global,deflation,decline,speak,listen,worry,normally,look,benefit,usual,suspect,produce
,15,14,11,10,8,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 17, 1999, Friday",36 of 78 DOCUMENTS,USA TODAY,Investors look to win name game,David Rynecki,MONEY; Pg. 3B,,2205 words,,,"September 12, 2000",ENGLISH,"September 20, 1999, Monday",Walt Disney stock's 52-week low is $22 1/2. It was incorrect in a chart published Friday on page 3B.,"GRAPHIC, Color, Alejandro Gonzalez, USA TODAY",MANAGING YOUR MONEY,,,"Copyright 1999 Gannett Company, Inc."
,stock,investor,company,go,tk,look,1998,analyst,outlook,Compaq,last,global,500,1999,still,high,Coca_Cola,BellSouth,turn,keep,coke,profit,portfolio,buy,bullish,fall,five,growth,1/2,Pfizer,Coke,P_E,SBC,Gillette,name,nifty,yet,concern,hold,pace,index,end,return,1994,money,near,product,investment,opportunity,low,price,own,fast,diversify,earning,management,line,billion,neutral,share,around,might,merck,sell,7/16,Standard,Poor,U.S._West,Wall_Street,U.S.,Skrainka,Walt_Disney,Dell,Philip_Morris,love,deflation,market,thing,technology,many,today,examine,whether,time,financial,crisis,bloat,13.6,recent,always,enjoy,find,easy,way,well,cut,lead,longer,past
,28,16,12,8,8,8,7,7,7,7,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 8, 1999, Wednesday",38 of 78 DOCUMENTS,USA TODAY,"Recent errors tarnish Lockheed's image Slumping earnings, consolidation hurt NASA contractor",Gary Strauss,MONEY; Pg. 1B,,408 words,,,"December 08, 1999",ENGLISH,,,,,,,"Copyright 1999 Gannett Company, Inc."
,Lockheed,billion,may,lead,contractor,mar,lockheed,review,failure,earning,NASA,aerospace,defense,lose,million,demise,know,error,industry,2001,cut,stock,recently,MPL,image,everything,near,rock,bottom,giant,latest,probe,forever,cause,123,polar,lab,never,shoulder,plenty,blame,sister,ship,165,climate,orbiter,destroy,september,independent,investigator,cite,several,among,perplex,fail,convert,data,stupidest,make,watchdog,operate,web,site,martin,hold,liable,internal,external,change,personnel,corrective,measure,spokesman,hugh,burn,subcontractor,crimped,faster,cheaper,better,policy,hurt,stringent,testing,monitor,pinpointed,eliminate,board,set,explore,way,prevent,spacecraft,delay,company,reel,time,last,military
,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 31, 1999, Friday",40 of 78 DOCUMENTS,USA TODAY,"Bradley was Knick, but Gore's the team player",Jill Lawrence,NEWS; Pg. 17A,,1245 words,,,"December 31, 1999",ENGLISH,,,"PHOTO, color, Eileen Blass, USA TODAY; PHOTO, color, Tim Dillon, USA TODAY; Bradley: Shown in New Hampshire last month, he often worked better out of spotlight, Senate colleagues say. Gore: Known as a good student on legislative issues. Here, he leads a discussion in a Nashville high school in December. Forging alliances: Bradley campaigns Nov. 30 for New Hampshire state Senate candidate Bill Lynch with Lynch's wife, Peggy. Speaking to students: One of Gore's strengths as a senator was speaking about complicated issues he cared about, such as pollution.",,,,"Copyright 1999 Gannett Company, Inc."
,Bradley,Gore,campaign,president,party,work,political,New_Jersey,make,state,time,other,policy,back,think,Senate,Clinton,style,candidate,democrat,different,start,close,take,issue,arm,try,way,official,country,sen,person,group,know,go,well,home,team,senator,vice,presidential,strong,bid,lose,1990,call,tax,view,naturally,politically,administration,lead,legislator,student,study,control,strategy,write,draft,article,floor,attention,change,effective,spotlight,show,thing,pass,become,leader,many,republican,politician,heart,argue,on,former,move,leave,ask,staff,run,need,decision,sure,really,Congress,U.S.,American,Washington,Lesniak,loner,independence,always,collegial,club,al,gore,player
,20,16,8,7,6,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"March 26, 1999, Friday",41 of 78 DOCUMENTS,USA TODAY,Cuba lures more from USA despite long embargo,Veronica Gould Stoddart,LIFE; Pg. 1D,,1731 words,,,"March 26, 1999",ENGLISH,,,"PHOTOS, Color, H. Darr Beiser, USA TODAY (4); PHOTOS, B/W, H. Darr Beiser, USA TODAY (7); Hemingway haunt: Visitors retrace the dashing writer's steps to La Bodeguita.  Sun, sand, romance: Varadero Beach, two hours from Havana, lures many foreigners.  Early training: Sometimes a stick will do to play baseball, the beloved national sport. A typical day in Havana: Passers-by seem unfazed while a taxidriver makes some emergency repairs on the street, above;a cigar roller works his craft at La Corona factory, below.",,,,"Copyright 1999 Gannett Company, Inc."
,Cuba,tour,information,last,tourism,U.S.,travel,embargo,americans,educational,traveler,hotel,visitor,group,American,cigar,island,license,authorize,visit,ago,contact,arrange,fly,new,tourist,million,city,company,Havana,Toronto,night,bar,enemy,fine,go,increase,charter,flight,decade,still,world,restaurant,place,time,people,official,office,host,book,trip,base,specialize,Canadian,OFAC,dinner,industry,smoke,keep,draw,head,trading,"55,000",let,cultural,humanitarian,1994,annual,trade,have,growth,many,without,government,permission,call,pour,every,take,trail,cheap,sex,salsa,lift,colonial,resort,revolution,nearly,next,foreigner,old,write,past,sugar,line,girlfriend,money,havana,ever
,15,12,9,8,8,7,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 7, 1999, Monday",42 of 78 DOCUMENTS,USA TODAY,"Sweaty cities learn natural ways to chill out Federal study finds comfort in more trees, reflective roofs",Kevin V. Johnson,LIFE; Pg. 6D,,1272 words,CHICAGO,,"June 07, 1999",ENGLISH,,,"GRAPHIC, B/W, Grant Jerding, USA TODAY, Source: Hashem Akbari, head of the heat island group at the Lawrence Berkeley National Laboratory (Diagram); PHOTO, B/W, Todd Rosenberg for USA TODAY; Cooling down: Chicago Mayor Richard M. Daley, left, and environment commissioner William Abolt examine plans to turn City Hall's roof into a garden to help cool downtown.",HEALTH AND BEHAVIOR,,,"Copyright 1999 Gannett Company, Inc."
,city,heat,air,area,cool,tree,degree,roof,effect,temperature,use,urban,method,study,result,make,UHIPP,Luvall,improve,quality,reduce,three,add,million,leave,lot,official,Chicago,Salt_Lake_City,EPA,ozone,increase,environmental,design,test,involved,energy,plan,island,sun,hot,building,canopy,thermal,square,spot,develop,picture,downtown,mile,parking,shade,encourage,ordinance,Sacramento,NASA,project,agency,program,determine,benefit,environment,similar,1997,figure,way,meet,federal,standard,state,workable,simple,reduction,plant,reflectivity,surface,powerful,black,reflect,however,asphalt,savings,conditioner,per,measure,work,coordinator,last,summer,jet,take,expose,vegetation,average,new,finding,might,developer,several
,19,12,12,12,11,9,9,8,7,7,7,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"August 13, 1999, Friday",43 of 78 DOCUMENTS,USA TODAY,Your own private paradise Stock market windfalls perk up flagging interest in island ownership,Gary Strauss,MONEY; Pg. 1B,,1398 words,,,"August 13, 1999",ENGLISH,,,"PHOTO, Color; PHOTO, Color; PHOTO, B/W; For sale: Laucala Island in Fiji is one of 125 private islands on the real estate market. Farhad Vladi would be happy to sell it to you. Island king: Farhad Vladi, the world's largest private-island broker, has sold 650 islands since 1971. He may sell 35 this year. Fixer-upper: Jordstadt Island in the St. Lawrence Seaway has a 17-bedroom, five-story castle built in 1896. The six-acre island is a bargain at about $2 million, but the castle needs about $1 million in renovations.",COVER STORY,,,"Copyright 1999 Gannett Company, Inc."
,island,million,market,private,real,estate,agent,Vladi,stock,sell,buy,property,interest,spot,ad,sale,near,location,people,U.S.,make,owner,may,ownership,develop,home,value,family,vacation,list,house,little,castle,long,recently,price,have,buyer,private_island,Briggs,Damianos,New_Zealand,al,least,run,create,appear,perhaps,still,highest,internet,extend,clearly,summer,ago,hold,100,picture,rich,sister,niki,acre,equestrian,spend,love,hot,money,continue,purchase,crimped,1996,n.y.,feature,boat,plane,prospective,way,build,Wall_Street,on_line,British_Virgin_Islands,Caribbean,Nassau,four_bedroom,Galloo,fixer_upper,Jordstadt,Jordstadt_Castle,driver,unlikely,proud,tropical,tv,commercial,popular,advertisement,end,april,generating
,36,13,12,9,8,7,7,6,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
"September 20, 1999, Monday",44 of 78 DOCUMENTS,USA TODAY,From sports event to business event Automakers shoot for loyalty gold,Marco R. della Cava,MONEY; Pg. 3B,,832 words,"MONZA, Italy",,"September 20, 1999",ENGLISH,,,"GRAPHIC, B/W, Genevieve Lynn, USA TODAY (MAP); PHOTOS, B/W, Alberto Pessaschiar, AP (2); Driver or rock singer? Jacques Villeneuve in Monza, Italy. Day at the races: Sarah Ferguson, Duchess of York, turns out for a race.",,,,"Copyright 1999 Gannett Company, Inc."
,race,car,world,driver,racing,sport,f1,Ford_Stewart,look,auto,automaker,drive,for,time,star,make,Ferrari,Formula_One,Jaguar,Monza,truly,crowd,home,formula,team,trailer,red,compound,flash,top,aside,man,place,champion,recently,ford,often,event,business,hospitality,change,ferrari,today,thing,100,go,green,light,war,crew,computer,monitor,lap,behind,nearly,noise,ago,U.S.,Hill,sept,live,easy,bejewel,jam,paddock,area,paint,shocking,shade,yellow,hush,murmur,camera,greet,smile,redhead,commonly,know,duchess,away,spike,bleach,hair,orange,sunglass,stop,sign,autograph,rock,singer,legendary,son,normally,draw,hustle,short,long,gray,bang
,6,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 18, 1999, Monday",47 of 78 DOCUMENTS,USA TODAY,"Autos 2000: It's a car. No, it's a truck. Uh... It looks like a truck, drives like a truck, but it could be a car",James R. Healey,MONEY; Pg. 3B,,1312 words,"WARREN, Mich.",,"October 18, 1999",ENGLISH,,,"PHOTOS, Color, General Motors (10)",,,,"Copyright 1999 Gannett Company, Inc."
,car,truck,seat,cargo,vehicle,fold,make,floor,create,concept,look,model,pickup,rear,slide,back,flat_load,automaker,fit,definition,body,design,though,gm,engine,passenger,area,door,might,tailgate,sedan,system,use,sport_utility,develop,mean,find,next,market,keep,opportunity,federal,mainly,whether,wheel,handle,removable,provide,company,via,2000,production,appeal,way,buyer,drive,development,base,underpinnings,low,suspension,present,sport,name,bed,brand,tall,squarish,sound,instead,load,stubby,front,carry,road,replace,think,appearance,open,flat,big,feature,buick,controls,standard,box,inside,traverse,envision,hardware,oldsmobile,profile,satellite,auto_show,GM,Chevy,SSR,Saturn,mini_minivan
,20,16,10,9,7,6,6,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 20, 1999, Wednesday",48 of 78 DOCUMENTS,USA TODAY,"Women re-engineer view of change Female perspective starts with needs, looks for solutions",Elizabeth Weise,LIFE; Pg. 7D,,1432 words,"SANTA CLARA, Calif.",,"October 20, 1999",ENGLISH,,,"PHOTOS, B/W, Fred Mertz for USA TODAY (2);; GRAPHICS, B/W (GRAPHIC, 2); Engineering for life: Anita Borg of Xerox's Palo Alto Research Center leads Cheryl Converse-Rath, left, and Elizabeth Barron in brainstorming. Seeking solutions: Hewlett-Packard's Zulah Eckert, gesturing, and student Sonali Kochar discuss technology ideas at a workshop of engineering students and engineers in Santa Clara, Calif.",,,,"Copyright 1999 Gannett Company, Inc."
,woman,technology,design,make,idea,family,workshop,think,student,man,accord,go,product,need,something,engineering,wall,Borg,look,different,might,spend,research,list,mean,female,life,use,buy,small,male,feature,window,keep,home,Texas,group,burn,house,tell,found,institute,problem,guy,long,create,push,four,university,around,generate,surround,community,engineer,next,market,post,web,recent,mind,really,potential,study,fit,box,hold,among,significant,car,take,science,cold,right,another,matter,issue,sex,people,department,participation,figure,impact,leave,nag,track,schedule,system,doctor,temperature,turn,link,dinner,scanner,send,room,sensor,old,voice,attach
,22,12,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 26, 1999, Friday",50 of 78 DOCUMENTS,USA TODAY,Protesters will deluge Seattle trade meeting,Patrick McMahon,NEWS; Pg. 4A,,613 words,SEATTLE,,"November 26, 1999",ENGLISH,,,"PHOTOS, b/w, Dan Levine, AFP; PHOTO, b/w, AP; Activists' warm-up: Members of the Ruckus Society of Berkeley, Calif., demonstrate against the World Trade Organization during Vice President Gore's visit to a senior citizen center near Seattle on Nov. 15.",,,,"Copyright 1999 Gannett Company, Inc."
,trade,meeting,Seattle,week,activist,city,WTO,peaceful,care,leader,tuesday,action,pledge,world,start,next,mayor,promise,march,message,people,begin,seattle,minister,human,rights,labor,free,opportunity,learn,hundred,schedule,downtown,president,member,hand,arrest,protester,shut,direct,civil,disobedience,police,violence,theater,Dolan,non_violent,Ralph_Nader,AFL_CIO,Ruckus_Society,irrepressible,cheerleader,critic,organization,stand,tv,camera,guarantee,full,fun,paul,schell,side,rally,galas,concert,protest,open,everyone,good,campaign,director,ease,concern,"7,500",wto,delegate,thousand,corporate,executive,lobbyist,converge,weekend,gather,launch,multiyear,round,talk,opponent,blame,business,globalization,eroding,environmental,food,standard,liberalization,concentrate,power
,6,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 7, 1999, Thursday",51 of 78 DOCUMENTS,USA TODAY,Foreign favorites Boy shines in 'Central' role,Claudia Puig,LIFE; Pg. 8D,,530 words,,,"January 07, 1999",ENGLISH,,,"PHOTO, B/W, Michael chasles, Sony Picture Classics; Oscar-bound? Walter Salles directs Fernanda Montenegro and Vinicius de Oliveira.",SHOW,,,"Copyright 1999 Gannett Company, Inc."
,film,boy,Salles,never,much,de,movie,woman,find,young,test,Brazil,sneaker,sall,shoeshine,mind,journey,father,know,make,ask,back,wonderful,reach,story,people,change,different,Central_Station,Rio,owe,success,pair,footwear,director,walter,filmmaker,might,encounter,principal,performer,vinicius,employ,ago,emotional,road,center,motherless,try,help,role,older,start,cast,respected,stage,actress,part,tougher,"1,500",screen,right,go,airport,early,morning,rain,shine,shoe,wear,maybe,lend,way,promise,pay,unforgettable,look,depth,eye,refrain,oliveira,initially,resist,convinced,ever,take,wing,shoot,2.9,million,travel,sprawling,temperature,110,degree,drive,"3,000",mile,incredible
,8,8,7,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 7, 1999, Thursday",52 of 78 DOCUMENTS,USA TODAY,Visiting teams face tough road Crowd noise can tilt field in many ways,Richard Weiner,SPORTS; Pg. 7C,,1195 words,,,"January 07, 1999",ENGLISH,,,"PHOTO, B/W, Michael Schwarz, USA TODAY; PHOTO, B/W, Michael Madrid, USA TODAY; Home in dome: The Georgia Dome, where Jamal Anderson and the Falcons roam, can be loud and daunting for visiting teams. Atlanta is unbeaten at home this season. Rocking the house: Boisterous Broncos fans, not to mention the thin air at Mile High Stadium, can prove intimidating.",,,,"Copyright 1999 Gannett Company, Inc."
,team,season,advantage,win,k9er,road,playoff,home_field,NFL,coach,home,noise,last,Denver,lose,field,crowd,time,Super_Bowl,make,go,bowl,game,Broncos,try,stadium,deal,visit,across,four,throughout,round,weekend,falcon,something,streak,super,travel,fly,sit,Shanahan,Atlanta,enough,saturday,away,pro,player,must,cause,air,nfl,locker,room,flight,talent,still,offense,defend,champion,yet,factor,trend,become,record,enter,current,thing,opponent,play,suffer,loss,fact,use,break,postseason,instance,oppose,think,big,consecutive,defense,hour,plane,Dolphins,Falcons,Vikings,Jets,worry,1973,extreme,climate,change,chilly,loyal,fan,literally,shake,rarely,elevation
,13,11,11,10,10,9,8,8,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"January 11, 1999, Monday",53 of 78 DOCUMENTS,USA TODAY,Robitaille basks in 500th goal Winger is enjoying life back in L.A.,Kevin Allen,SPORTS; Pg. 11C,,671 words,,,"January 11, 1999",ENGLISH,,,"PHOTO, B/W, Sam Mircovich, Reuters; Past and present: Marcel Dionne, a past Kings' star, shakes Luc Robitaille's hand before Saturday's game. Dionne gave Robitaille the Crystal Star trophy after he scored his 500th goal Thursday.",,,,"Copyright 1999 Gannett Company, Inc."
,Robitaille,season,think,goal,game,play,scorer,club,fan,score,500,people,ice,time,team,general,manager,coach,league,take,scoring,New_York,Los_Angeles,leave,winger,luc,sunshine,top,average,look,give,help,everything,great,lot,treat,well,back,know,work,make,lucky,grow,learn,player,last,respect,feel,many,win,start,Kings,Robinson,best,result,robitaille,please,provide,water,plenty,bask,warmth,southern,sun,live,near,blossomed,eight,move,harsher,climate,return,fitting,become,27th,member,thursday,front,home,maybe,laugh,wife,friend,always,seem,click,good,karma,aside,resurgence,probably,restore,confidence,factor,use,teammate,better,anyone,else
,16,7,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 22, 1999, Friday",55 of 78 DOCUMENTS,USA TODAY,"Winter chill lingers, but gardeners can still dream",Shawn Sell,LIFE; Pg. 9D,,871 words,,,"January 22, 1999",ENGLISH,,,"PHOTO, B/W",,,,"Copyright 1999 Gannett Company, Inc."
