PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
,12,8,7,7,6,6,5,5,5,5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 2, 2015 Monday",152 of 419 DOCUMENTS,Pittsburgh Post-Gazette,SECTION: LOCAL; LOCAL; Pg. A-5,,,,1348 words,,,"February 3, 2015",ENGLISH,,,"PHOTO: Sarah Collins/The Pittsburgh Press: A FROZEN VIEW PPG Place rises above a frozen Point State Park today. \ \ \ PHOTO: Larry Roberts/The Pittsburgh Press: STAYING WARM Jay Rivera, a CCAC student, battles the cold today by ducking into a coffee shop in Market Square for some reading. \",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,price,per,gallon,Mylan,police,home,Famy_Care,average,county,part,work,plant,cent,accord,gasoline,morning,couple,child,pipe,business,make,acquisition,bus,fall,gas,week,driver,last,oil,man,kill,2013,live,arrest,use,adopt,charge,another,announce,expect,firm,certain,million,contraceptive,around,worker,crash,threaten,firefighter,p.m.,seat,ticket,GasBuddy,increase,lower,pump,much,recent,retail,ago,analyst,summer,today,state,sentence,pleaded,guilty,find,four,back,know,combine,suspend,convict,general,along,wife,allegheny,custody,lane,closure,exit,late,march,buy,mylan,agree,care,generic,drug,750,global,leader,oral,market,specialty,company,deal,plan
,13,8,8,8,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"August 21, 2015 Friday",155 of 419 DOCUMENTS,Pittsburgh Post-Gazette,STOCK MARKET ENDURES WORST DAY OF LOSSES IN 18 MONTHS,From Staff and Wire Reports,BUSINESS; Pg. C-1,,573 words,,,"August 21, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,cent,percent,stock,rise,sell,move,close,U.S.,500,trading,point,fall,share,heavy,trader,decline,investor,bond,average,maker,benchmark,oil,market,technical,global,index,closely,watch,level,safety,2.1,lose,percentage,2014,regional,company,pick,2.2,ounce,metal,yield,strategist,likely,indicator,many,crude,gallon,endure,worst,performance,thursday,drive,lower,another,slump,rout,start,sharp,energy,property,push,soon,spread,face,screen,full,red,retreat,usual,place,gold,cash,plunge,358.04,"16,990.69",43.88,"2,035.73",composite,141.56,2.8,"4,877.49",biggest,dow,february,lowest,october,gain,ground,industrial,equipment,finish,12.43,laser,infrare,technology,17.82,loser,pace,printing
,10,9,8,8,7,6,6,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 9, 2015 Tuesday",162 of 419 DOCUMENTS,Pittsburgh Post-Gazette,UNCERTAINTY SURROUNDS BIOFUEL PROPOSAL,"Laura Legere, Pittsburgh Post-Gazette",BUSINESS; Pg. C-1,,845 words,,,"June 10, 2015",ENGLISH,,,PHOTO: Camelina is one of many plants grown for use in biofuels. This planting was part of a project by Penn State University in Crawford County.,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,fuel,EPA,biofuel,renewable,target,set,ethanol,plant,propose,late,use,mandate,billion,gallon,standard,next,uncertainty,delay,law,volume,make,increase,november,refinery,environment,marketplace,announce,may,much,blend,gasoline,diesel,whether,proposal,cause,market,2007,mix,transportation,lower,expect,many,engines,design,higher,2014,level,last,call,change,ms.,finalize,happy,think,still,cost,money,go,sen,toomey,corn,drive,price,put,help,certainty,biodiesel,rule,company,write,Renewable_Fuel_Standard,Congress,McCabe,long,past,deadline,nation,supply,soon,tell,settle,create,expand,2005,annual,traditional,advanced,thing,waste,recycl,cooking,oil,fossil,new,aggressive,consumption,development,cellulosic,inedible
,15,10,9,8,8,6,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 28, 2015 Wednesday",180 of 419 DOCUMENTS,Pittsburgh Post-Gazette,BEAT THE CLOCK; SCIENTISTS SOUND A NEW DOOMSDAY WARNING,,EDITORIAL; Pg. B-4,,234 words,,,"January 29, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,minute,clock,scientist,threat,world,midnight,catastrophe,humanity,three,symbolic,doomsday,last,hand,move,nuclear,weapon,back,extinction,mere,away,accord,set,weigh,likelihood,species,demise,odd,take,consideration,disparate,week,advanced,2012,2015,uncheck,climate,change,global,modernization,arsenal,pose,extraordinary,undeniable,continue,existence,bulletin,statement,leader,fail,act,speed,scale,require,protect,citizen,potential,failure,political,leadership,endanger,every,person,earth,closest,ever,planet,theoretical,destruction,1953,read,till,due,thermonuclear,test,wax,wane,pull,collapse,1991,time,heed,warning,danger,behind,message,real,Global,Science,Security_Board,Bulletin,Atomic_Scientists,out_sized,Soviet_Union
,7,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 11, 2015 Wednesday",183 of 419 DOCUMENTS,Pittsburgh Post-Gazette,CMU PROFESSOR MAKES NEW POLLUTION MAPS PUBLIC,"David Templeton, Pittsburgh Post-Gazette",LOCAL; Pg. B-1,,636 words,,,"February 12, 2015",ENGLISH,,,"MAP: Center for At,ospheric Particle Studies, Carnegie Mellon University; Post-Gazette: (Blace carbon pollution readings)\",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,pollution,level,map,city,site,carbon,area,presto,generate,black,show,industrial,along,river,valley,health,people,mr.,Pittsburgh,Mr._Presto,particulate,matter,pollute,big,pm2.5,affect,specific,research,monitor,dioxide,public,forum,asthma,associate,high,highway,outcome,include,concentration,park,facility,play,human,work,identify,source,location,largely,hill,plant,proximity,Johnson,east,question,municipality,neighborhood,a.,professor,center,finally,answer,air,key,countywide,reveal,component,sulfur,nitric,oxide,monoxide,benzene,toluene,among,other,ozone,measure,mo,hold,ph.d.,chemical,engineering,present,free,tonight,605,morewood,ave,allergy,physician,general,ted,popovich,field,make,presentation,example,concentrate,heavily,travel
,18,10,8,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 5, 2015 Friday",196 of 419 DOCUMENTS,Pittsburgh Post-Gazette,"CANDIDATES, THIS IS WHAT I CARE ABOUT",BOB HEFFERNAN,EDITORIAL; LETTERS TO THE EDITOR; Pg. B-4,,241 words,,,"June 6, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,care,know,really,story,run,work,family,think,rights,policy,take,candidate,president,2016,whether,grow,spend,summer,son,immigrant,sweep,floor,pool,hall,learn,hard,go,college,raise,single,mother,father,fly,combat,mission,liberator,especially,someone,else,wrong,almost,americans,similar,typical,unremarkably,glad,plan,defense,feel,commit,troops,war,stance,police,action,crime,incarceration,woman,immigration,affordable,medical,terrorism,vs.,privacy,gun,deny,climate,change,rise,country,finances,education,infrastructure,pay,bill,vision,specific,appreciate,skip,part,waste,abuse,voter,right,money,hear,five,minute,maybe,coffee,chapel,Hope,Lake_Winona,American,Middle_East,China,Russia,Iran,Israel
,7,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 15, 2015 Sunday",213 of 419 DOCUMENTS,Pittsburgh Post-Gazette,SENATE CANDIDATE MCGINTY'S ROLE IN ENERGY INDUSTRY QUESTIONED,"Chris Potter, Pittsburgh Post-Gazette",NATIONAL; Pg. A-1,,870 words,,,"November 17, 2015",ENGLISH,,,"PHOTO: U.S. Senate candidate Katie McGinty worked in public, private energy.",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,McGinty,energy,ms,state,ms.,work,board,gas,mcginty,firm,administration,wind,Iberdrola,Rendell,power,natural,environmental,2008,industry,clean,job,official,2009,member,shale,way,public,include,former,sen,head,pursue,renewable,economy,leave,government,spokeswoman,incumbent,take,position,coal,receive,million,show,part,help,make,serve,leader,marre,note,tie,call,executive,director,environmentalist,solar,new,secretary,mo,time,go,fight,Pennsylvania,natural_gas,NRG,DEP,bid,senate,longtime,commitment,skeptic,move,private,sector,put,resume,cloud,credential,advise,al,gore,council,department,2003,gov,ed,rendell,whose,watch,development,critical,environment,national,security,develop,cleanly,tackle,climate
,12,10,10,9,7,7,7,6,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 28, 2015 Tuesday",223 of 419 DOCUMENTS,Pittsburgh Post-Gazette,"PREPARING FOR THE CLEAN POWER PLAN; ENERGY INDUSTRY WILL NEED MORE TIME TO REACH ITS GOALS, REPORT SAYS","Laura Legere, Pittsburgh Post-Gazette",BUSINESS; Pg. C-1,,915 words,,,"April 29, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,NERC,power,2020,gw,time,grid,energy,plant,need,target,rule,2030,EPA,generation,plan,reliability,expect,capacity,go,U.S.,build,final,carbon,source,new,report,change,exist,industry,analysis,wind,issue,propose,emission,state,whether,gas_fired,Clean_Power_Plan,result,gas,utility,designate,predict,retirement,replace,ensure,transmission,compliance,assessment,include,available,know,cut,percent,shift,use,infrastructure,additional,already,coal,role,remain,solar,generating,2013,accord,renewable,former,assumption,something,reality,look,base,meeting,show,make,sunday,question,almost,talk,generator,much,coal_fired,Pennsylvania,PJM,vastly,mix,reduce,greenhouse,federally,overseer,nation,last,week,corp,wave,rise,natural,organization
,11,8,8,8,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 22, 2015 Tuesday",226 of 419 DOCUMENTS,Pittsburgh Post-Gazette,DEP SEEKS INPUT ON GREENHOUSE GAS CURBS; STATE HEARS PUBLIC AS IT FORMULATES PLAN,"Don Hopey, Pittsburgh Post-Gazette",STATE; Pg. B-1,,637 words,,,"September 23, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,emission,plan,state,percent,session,federal,gas,reduction,mandate,DEP,reduce,greenhouse,people,testify,pennsylvania,resident,electricity,mr.,listen,schedule,public,need,energy,Pennsylvania,response,government,leader,monday,fee,cost,opportunity,industry,target,carbon,power,plant,delay,forward,go,develop,efficiency,mo,role,coal,produce,comment,period,Clean_Power_Plan,emissions_reduction,Quigley,proponent,push,bigger,aggressive,require,l.,ray,robert,regional,group,several,night,support,couple,rebate,distribute,fast,simple,way,surpass,rule,fossil,fuel,quickly,protect,household,rise,second,department,attend,start,blank,page,secretary,chair,engage,citizen,feedback,write,call,biggest,single,source,u.,seek,nationwide,2012,level,2030
,11,10,8,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 19, 2015 Sunday",233 of 419 DOCUMENTS,Pittsburgh Post-Gazette,NEW TECHNOLOGY ALL ABOUT THE SHOES \,GERRY DULAC,SPORTS; GOLF; Pg. C-12,,1054 words,,,"April 22, 2015",ENGLISH,,,"PHOTO: Ezra Shaw/Getty Images: A Jason Day swing last week at Augusta reveals the twists, torque and pressure on a golfer's feet.",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,golf,shoe,foot,swing,weight,player,watch,club,right,leave,percent,new,technology,testing,amateur,really,go,different,shot,driver,hit,adida,shift,toe,make,cleat,design,work,increase,ask,rever,world,member,award,follow_through,ball,away,morning,finish,equipment,use,product,fitted,iron,help,stability,can,pressure,put,heel,past,manufacturer,buy,available,merely,know,back,backsw,transfer,outer,wall,data,think,five,cool,nerve,warming,gary,three,autograph,guy,birdy,hole,place,female,prestigious,name,evan,Masters,Denison,Jack,Arnie,Hoffman,Augusta,Spieth,Chicago,stand,mat,pound,cover,bay,land,300,yard,monday,less,hour,tie,27th
,17,11,10,8,8,7,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 30, 2015 Friday",238 of 419 DOCUMENTS,Pittsburgh Post-Gazette,BYLINE: From staff and wire reports,,BUSINESS; BUSINESS BRIEFS; Pg. C-1,,690 words,,,"October 31, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,company,million,percent,billion,product,euro,factory,technology,rise,sale,third,quarter,make,part,sell,deal,expect,plant,share,chief,third_quarter,Pittsburgh,Quebec,consumer,net,income,covestro,revenue,include,employ,worker,job,cut,loss,cent,per,fall,open,expand,investment,new,number,project,create,officer,retire,march,vice,president,solution,holiday,season,inc.,order,firm,plan,group,management,Bayer,Kraft_Heinz,Italy,Newlat,Crain,Ampco_Pittsburgh,Wal_Mart,Bombardier,ag,boost,strong,demand,prescription,pharmaceutical,drug,jump,nearly,headquarters,subsidiary,global,total,999,plastic,auto,electronics,worldwide,729,7.5,2014,newlat,ill,agree,infant,milk,nutrition,168,undisclosed,amount,arrangement,brand,staff
,10,8,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 26, 2015 Thursday",246 of 419 DOCUMENTS,Pittsburgh Post-Gazette,OBAMA'S ENERGY POLICIES HURT WORKING FAMILIES,,OPINION; Pg. B-6,,390 words,,,"February 26, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,EPA,family,president,community,regulation,work,Obama,power,plant,greenhouse,gas,electricity,keep,put,worker,comment,policy,hope,price,pyle,coal_fired,Environmental_Protection_Agency,America,United_Steelworkers,USW,six,bluntly,state,editorial,board,administration,someone,build,new,bankrupt,charge,huge,sum,emit,short,later,take,office,thus,begin,systematic,decimation,coal,man,woman,dedicated,life,bless,nation,manifold,benefit,affordable,reliable,unfortunately,middle,class,campaign,promise,june,last,propose,expect,costly,history,plan,forth,stipulate,completely,unrealistic,timeline,pose,dire,consequence,tragic,acquiescence,labor,recently,despite,acknowledgment,eight,directly,impact,mention,believe,action,curb,emission,necessary,make,valid,point,problem,ultimately,misplace
,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 22, 2015 Sunday",247 of 419 DOCUMENTS,Pittsburgh Post-Gazette,"A CAUTIONARY TALE FOR SHALE; MY GRANDMOTHER'S COMMUNITY NEAR PITTSBURGH WAS DOSED WITH RADIATION DURING AN EARLIER ENERGY BOOM, WARNS WRITER HEATHER THEORET ROCKWELL",Heather Theoret Rockwell,EDITORIAL; Pg. F-1,,936 words,,,"March 24, 2015",ENGLISH,,,"PHOTO: Andrew Rush/Post-Gazette: A sign warns of radioactive material at the Parks Township Shallow Land Disposal Area, where it was dumped during the 1960s an '70s, primarily by the Nuclearn Mateirials and Equipment Corp.",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,NUMEC,gas,industry,well,nuclear,community,many,frack,health,talk,risk,plant,uncle,job,resident,cancer,material,energy,uranium,grandmother,family,company,go,think,natural,potential,chemical,house,help,mom,time,lose,operation,love,work,employee,area,study,live,within,higher,million,impact,news,estimate,residual,hazardous,waste,site,least,dangerous,tell,change,generation,ago,promise,make,benefit,environment,toxic,case,affect,benzene,problem,worker,exposure,hazard,consequence,government,miss,Parks_Township,Pennsylvania_Department,long_term,life,die,1998,age,plague,paranoid,thought,massive,conspiracy,threaten,child,conduct,sweep,listen,device,tidy,holiday,spend,hush,tone,people,wall,hear,we,repeatedly,shove
,9,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 31, 2015 Friday",256 of 419 DOCUMENTS,Pittsburgh Post-Gazette,DISCIPLINE POLICY EARNS HIGH HONOR; DISTRICT'S OVERHAUL RECOGNIZED BY NATIONAL EDUCATION OFFICIALS,"Clarece Polke , Pittsburgh Post-Gazette",METRO; Pg. EZ-4,,582 words,,,"August 1, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,student,school,district,disciplinary,suspension,male,among,elementary,program,practice,new,black,make,show,average,recognition,team,code,superintendent,discipline,require,track,disability,report,almost,education,impact,work,nationwide,white,data,change,fall,know,right,Woodland_Hills,Rankin_Promise,midst,districtwide,overhaul,receive,national,effort,revise,discriminatory,little,week,administrator,present,revamp,conduct,board,director,legislative,meeting,select,member,curriculum,coordinator,instructional,coach,choose,participate,daylong,summit,design,severely,reduce,number,give,particularly,lessen,policy,building,gender,ethnicity,status,subject,measurable,submit,monthly,administrative,office,representative,around,country,include,invite,progress,improve,climate,respective,total,population,"4,000",across,municipality,pennsylvania,attendance
,14,8,6,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 24, 2015 Thursday",265 of 419 DOCUMENTS,Pittsburgh Post-Gazette,THE POPE IN AMERICA; FRANCIS ENGAGES THE HUMBLE AND THE MIGHTY,,EDITORIAL; Pg. A-10,,337 words,,,"September 25, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,pope,americans,arrive,give,economic,change,meet,president,people,speak,United_States,Cuba,tuesday,tide,goodwill,think,favorably,head,better,rating,institution,lead,poll,suggest,part,appeal,along,charisma,offer,something,everyone,liberal,otherwise,appreciate,criticism,inequality,rapacious,capitalism,inaction,climate,conservative,cite,defense,church,opposition,abortion,artificial,birth,control,divorce,marriage,call,less,emphasis,divisive,social,issue,broadly,itinerary,reflect,value,share,wednesday,paraded,canonize,friar,found,mission,visit,program,nation,capital,parochial,school,prison,stop,illustrate,pontiff,concern,young,poor,powerless,marginalize,schedule,address,today,celebrate,mass,large,crowd,general,assembly,friday,latter,appearance,opportunity,difficult,necessary,truth
,7,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 10, 2015 Tuesday",269 of 419 DOCUMENTS,Pittsburgh Post-Gazette,"MONEY TALKED IN MISSOURI, BUT JUSTICE WAS DONE","Tony Norman, Pittsburgh Post-Gazette",LIFESTYLE; Pg. A-2,,732 words,,,"November 10, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,student,Mr._Wolfe,football,president,university,team,go,campus,strike,million,school,kind,refuse,resignation,former,know,walk,moment,back,1950,coach,make,demand,money,hunger,graduate,clear,ignore,racism,way,plan,part,show,concern,might,change,wolfe,thing,heal,take,Missouri,must,dead,man,tweet,send,sunday,decision,stand,united,behind,player,concernedstudent,gp,pinkel,run,program,influential,administrator,publicly,resign,emergency,meeting,curator,monday,little,room,maneuver,uncomfortable,fact,life,swear,lot,louder,moral,indignation,percent,time,liable,skip,saturday,game,price,accommodating,odd,diffidence,racial,unrest,longer,acceptable,ancillary,benefit,local,economy,sale,food,merchandise,lodging,weekend
,10,10,6,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 13, 2015 Friday",270 of 419 DOCUMENTS,Pittsburgh Post-Gazette,PENNDOT AIMS TO STOP FLOW OF FLOODING COSTS,"Ed Blazina, Pittsburgh Post-Gazette",STATE; Pg. B-1,,295 words,,,"November 14, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,damage,road,flooding,cost,PennDOT,state,bridge,study,area,flood,project,department,transportation,210,million,result,identify,future,mitigate,asset,phase,update,annually,public,safety,emergency,flood_prone,Richards,number,startling,past,secretary,s.,richard,announce,thursday,conduct,current,potential,recommend,way,expect,finish,september,"338,000",review,occur,change,weather,pattern,rely,assessment,latest,may,predict,percent,increase,precipitation,issue,expensive,ms.,last,fix,beyond,direct,note,closure,cause,economic,hardship,community,create,concern,limiting,access,vehicle,local,management,official,consult,although,time,frame,establish,three,ms,priority,open,everything,eliminate,mean,something,simple,apply,waterproof,sealant,surface,complicated,relocate
,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 6, 2015 Tuesday",278 of 419 DOCUMENTS,Pittsburgh Post-Gazette,"PILES OF PROBLEMS; AS EMISSION RULES LOOM, OPERATORS OF WASTE-COAL FIRED ELECTRICITY PLANTS PUSH FOR CARBON-NEUTRAL DESIGNATIONS","Laura Legere, Pittsburgh Post-Gazette",BUSINESS; Pg. C-1,,933 words,,,"January 7, 2015",ENGLISH,,,"PHOTO: Robert J. Pavuchek/Post-Gazette: The Champion Processing Inc. coal waste pile in Robinson Township, Washington County. Pennsylvania's landscape is dotted with such piles, particularly in the eastern part of the state, where mining for anthracite coal left a large numbers of them. This photo is from 2002.",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,plant,coal,waste,carbon,burn,state,pile,power,emission,environmental,fuel,air,pollution,specific,leave,land,part,use,gas,special,much,control,system,make,material,reduction,goal,rock,Pennsylvania,EPA,coal_fired,Clean_Power_Plan,build,pennsylvania,design,clean,electricity,otherwise,rid,exist,without,greenhouse,electric,ask,weigh,benefit,industry,believe,refuse,anyway,release,net,neutral,produce,energy,provide,need,strategy,target,acre,reclaim,still,group,recognize,generating,mr.,small,westwood,manager,limestone,circulate,bit,low,dioxide,DEP,Waste,pa.,hill,discard,anthracite,decade,sorting,purer,behind,marr,pocket,eastern,spoil,stream,begin,operating,1987,wave,culm,bank,gob,mound,generate,commonwealth
,25,18,12,9,8,8,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 20, 2015 Tuesday",281 of 419 DOCUMENTS,Pittsburgh Post-Gazette,LET'S NOT PRETEND; WHAT THE PENN STATE DEAL DOES AND DOES NOT DO,,EDITORIAL; Pg. B-4,,401 words,,,"January 20, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,football,still,coach,win,child,sexual,true,Penn_State,Mr._Paterno,settlement,winningest,major,college,student,sanction,change,abuse,assistant,boy,much,culture,fear,witness,university,let,Joe_Paterno,NCAA,Sandusky,result,unprecedented,legal,announce,friday,legend,hundred,paraded,celebration,409,bear,total,available,decision,erase,112,penn,state,victory,unrealistic,attempt,rewrite,history,part,level,2012,fire,take,away,paper,fact,athlete,111,game,direction,reinstating,correction,record,restoring,however,must,misinterpret,alteration,wretch,scandal,perpetrate,fundamental,unchanged,rollback,prey,least,richly,deserve,prison,term,last,length,life,fail,prevent,climate,use,program,groom,ground,lure,molest,late,mo,paterno,wish
,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
