PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"January 22, 2015 Thursday",283 of 419 DOCUMENTS,Pittsburgh Post-Gazette,WISH LIST; OBAMA AND CONGRESS MUST WORK FROM THE CENTER,,EDITORIAL; Pg. B-6,,398 words,,,"January 23, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,work,president,republican,middle,class,Congress,new,majority,really,achieve,tax,gain,americans,around,democrat,political,wage,address,pursue,talk,seek,Senate,Mr._Obama,Democratic,state,message,tuesday,conciliatory,defiant,believe,body,might,cooperate,solution,instead,make,popular,proposal,likely,approve,free,community,college,triple,child,care,credit,pay,sick,leave,fund,part,raising,capital,rich,along,way,cite,achievement,administration,give,health,insurance,additional,million,surge,job,drop,unemployment,rate,5.6,percent,disputably,success,fight,terrorism,world,asset,showdown,presidential,veto,enough,seat,sustain,filibuster,strength,result,midterm,election,despite,wish,list,overall,target,worthy,improve,lag,economic,situation
,7,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 2, 2015 Monday",321 of 419 DOCUMENTS,Pittsburgh Post-Gazette,WOODLAND HILLS WORKS ON REDUCING SUSPENSIONS; OFFICIALS EMPHASIZE THE NEED 'TO BUILD RELATIONSHIPS',"Eleanor Chute, Pittsburgh Post-Gazette",EDUCATION; Pg. A-1,,836 words,,,"March 2, 2015",ENGLISH,,,"PHOTO: Pam Panchak/Post-Gazette: Woodland Hills School District superintendent Alan Johnson: ""I could send out a directive this afternoon: Thou shalt not suspend any more students in grades K-3. I don't want to do that.""",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,student,school,suspend,district,percent,suspension,elementary,include,rate,report,try,number,grade,disparity,black,better,Woodland_Hills,Mr._Johnson,make,national,issue,time,show,white,alternative,program,resource,work,improve,week,ago,average,close,racial,reduce,staff,drop,enough,concern,open,behavior,classroom,child,act,plan,help,understand,socioeconomic,administrator,use,kid,department,call,policy,research,advocate,look,tend,offense,measure,mr.,create,Rankin_Promise,U.S.,American_Civil_Liberties_Union,Pennsylvania,superintendent,succeed,another,list,highest,23.8,2.6,state,30.2,8.51,count,prompt,ask,compute,recent,much,progress,16.48,percentage,point,remain,although,22.93,7.23,nearly,express,change,culture,think,start,successful,enrollment,"2,200"
,20,16,11,9,9,7,7,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 23, 2015 Thursday",330 of 419 DOCUMENTS,Pittsburgh Post-Gazette,SECTION: ARTS & ENTERTAINMENT; MOVIE GUIDE; Pg. W-16,,,,2006 words,,,"April 24, 2015",ENGLISH,,,"PHOTO: Jakob Salvati goes all out to bring his father home from war in ""Little Boy.""",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,min,language,AMC_Loews,Tarentum,Phoenix_CV,nv,violence,Pittsburgh_North,sexual,***,Cinemark_Monroeville,Robinson,Cranberry,North,Waterworks,wynnsong,content,Carmike_Bethel_Park,Greensburg,woman,nudity,Southland,movie,strong,Galleria,SouthSide,include,brief,**,action,war,young,man,disturbing,dependable,star,friday,age,love,secret,starr,graphic,story,thematic,manor,throughout,drug,use,pg,base,Carmike_Greensburg,Cinemark_Robinson,film,find,thriller,take,home,material,head,return,image,series,sexuality,jame,die,mild,element,theater,100,time,Penn_Hills,review,key,rate,classic,open,beautiful,later,new,life,suggestive,reference,boy,world,father,character,106,book,group,spread,make,break,early,fight,mpaa,rating,battle,search,three
,30,19,19,14,13,12,12,12,11,11,11,11,11,10,10,9,9,9,9,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 28, 2015 Tuesday",333 of 419 DOCUMENTS,Pittsburgh Post-Gazette,AUDIT SAYS STATE SYSTEM STUDENTS CONTINUE TO PAY FOR LACK OF FUNDING,"Bill Schackner, Pittsburgh Post-Gazette",EDUCATION; Pg. A-1,,768 words,,,"April 28, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,system,state,audit,campus,student,tuition,cost,report,find,campuse,university,percent,crime,include,degree,general,policy,discrimination,mo,compliance,require,ensure,law,DePasquale,Clery_Act,already,cut,least,release,higher,education,containment,inconsistency,practice,prevent,individual,base,sex,price,support,per,part,cover,increase,do,rise,news,conference,large,auditor,take,hold,violation,duty,comply,aspect,establish,procedure,three,federal,sexual,Mr._DePasquale,attend,pay,flat,rate,partial,refund,timely,completion,experiment,alternate,pricing,amid,enrollment,loss,deep,funding,open,various,idea,emerge,around,nation,eugene,monday,result,commonwealth,expensive,option,bachelor,nevertheless,jump,six,effort,deem,laudable,still,enough
,18,14,10,7,6,6,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 14, 2015 Sunday",343 of 419 DOCUMENTS,Pittsburgh Post-Gazette,ECONOMIC LIBERTIES ARE ESSENTIAL FOR CIVIL LIBERTIES,"JOHN DUNN, Sewickley Heights",EDITORIAL; LETTERS TO THE EDITOR; Pg. D-2,,324 words,,,"June 16, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,private,free,market,law,liberty,author,capitalism,economics,rule,list,country,economic,property,exploitation,government,percent,sector,fact,pollution,pollute,system,brother,America,may,forum,disappointing,article,let,c.,bell,offer,critique,know,little,teach,introductory,course,180,student,semester,three,aspect,economy,contrast,politically,liberal,similar,economically,conservative,heritage,foundation,almost,correlation,failure,society,without,open,civil,freedom,speech,religion,assembly,unattainable,prevent,labor,wage,safety,environment,insure,contract,function,exist,supply,demand,operate,greater,efficiency,central,consumer,account,gross,domestic,product,versus,entity,reflective,individual,choice,example,inventiveness,natural,gas,production,allow,meet,unsigned,kyoto,agreement,municipality
,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 21, 2015 Sunday",348 of 419 DOCUMENTS,Pittsburgh Post-Gazette,CHRISTIAN ASSOCIATES SPREADS WORD OF FATHER'S DAY PLEDGE AGAINST GENDER VIOLENCE,"Peter Smith, Pittsburgh Post-Gazette",RELIGION; Pg. A-1,,690 words,,,"June 22, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,violence,gender,work,church,pledge,make,storm,sign,leader,distribute,reading,group,passage,rev,woman,man,speak,help,unity,Christian_Associates,copy,document,idea,prayer,sermon,still,calm,rage,something,people,executive,community,abuse,promote,use,girl,local,foundation,booklet,include,call,begin,victim,life,example,write,psalm,kinfolk,Father,Barlow,worshiper,father,sunday,may,hearing,sobering,message,way,prevent,coalition,denomination,300,contain,everything,fact,sheet,emergency,phone,number,material,available,online,peace,base,faith,easily,stand,mix,record,minister,always,do,good,job,loudly,reject,have,realize,extremely,important,moral,voice,responsibility,clear,rejection,kind,conjunction,locally,nationally
,13,7,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 11, 2015 Tuesday",361 of 419 DOCUMENTS,Pittsburgh Post-Gazette,MANY ANIMALS HUNTED AS TROPHIES ARE ENDANGERED,,OPINION; Pg. A-6,,283 words,,,"August 11, 2015",ENGLISH,,,"PHOTO: Paula French via AP: Cecil the lion in 2012 in Hwange National Park, Zimbabwe. Cecil was killed by an American dentist, Walter Palmer.",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,species,trophy,animal,population,hunt,endangered,already,examine,black,rhinoceros,lion,white,ecosystem,overall,struggle,conservation,regard,article,sometimes,aug.,agree,legality,important,focus,alone,highlight,bigger,issue,hand,many,risk,cheetah,leopard,elephant,keystone,exist,low,number,wild,amplify,influence,environment,reduce,individual,within,create,large,consequence,degradation,massive,shift,decrease,diversity,region,certain,remain,stable,due,human,encroachment,climate,change,fall,percent,past,rhino,death,might,outnumber,birth,soon,next,survive,hunter,kill,weak,sick,old,aim,encourage,healthy,need,perspective,world,face,extinction,rate,100,time,faster,previously,record,continue,allow,shot,mount,wall,billiard,room
,6,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 6, 2015 Sunday",373 of 419 DOCUMENTS,Pittsburgh Post-Gazette,"FOR U.S. CATHOLICS: GROWING NUMBERS, SHRINKING RITES","Peter Smith, Pittsburgh Post-Gazette",RELIGION; Pg. A-1,,1318 words,,,"September 8, 2015",ENGLISH,,,"INFORMATIONAL GRAPHIC: Offical Catholic Directory; Post-Gazette: (Catholics: membership is up, population is down)",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,church,percent,catholics,Catholic,Pittsburgh,population,decline,people,Francis,number,accord,nationally,marriage,school,diocese,parish,new,think,many,faith,communion,1980,Pope_Francis,face,survey,follow,statistic,baptism,region,though,part,family,participation,parent,teaching,gay,majority,U.S.,Greensburg,may,fewer,americans,mix,result,whether,leave,membership,trend,2000,confirmation,enrollment,lose,steel,bust,higher,rate,metropolitan,area,straddle,2010,association,statistician,limited,harder,rite,sacrament,celebrate,past,artificial,birth,control,find,education,child,confirm,central,likely,center,half,pray,devotion,example,nearly,last,every,far,need,work,accommodate,often,parishioner,st.,outside,support,issue,predecessor,include,pope,attract
,16,14,13,12,10,9,7,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 10, 2015 Thursday",375 of 419 DOCUMENTS,Pittsburgh Post-Gazette,WALLS WON'T DO; THE WORLD IS ENTERING A NEW ERA OF DISARRAY,,EDITORIAL; Pg. A-9,,866 words,,,"September 10, 2015",ENGLISH,,,PHOTO: Matthias Schrader/AP: A mother holds her child while waiting for a bus at a holding center for migrants in southern Hungary.,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,world,wall,order,country,border,disorder,refuge,state,region,way,high,big,time,new,keep,make,three,nothing,law,together,build,Europe,building,along,raise,well,dome,think,know,crazy,play,people,flock,era,enhance,economic,neighbor,gate,control,we,either,power,market,artificial,create,iron,fist,hold,war,go,globalize,absorb,many,sustainable,take,mean,hard,Mexico,U.S.,Mother_Nature,Moore,propose,gov,basically,legitimate,consider,put,retractable,whole,let,mine,harbor,jokingly,suggest,criticize,fellow,republican,presidential,contender,proposal,fear,theme,tectonic,plate,move,feel,foot,redivide,long,answer,surround,ocean,friendly,democracy,relatively,little,affect,net,migration
,15,9,7,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 1, 2015 Sunday",396 of 419 DOCUMENTS,Pittsburgh Post-Gazette,ADVOCATES CONTINUE FIGHTING FOR HIGHER ORGAN DONATION RATES,"Joe Smydo, Pittsburgh Post-Gazette",HEALTH SCIENCE MEDICINE & TECHNOLOGY; Pg. A-1,,1986 words,,,"November 2, 2015",ENGLISH,,,"PHOTO: Darrell Sapp/Post-Gazette: Malinda Sherid stands in front of a projection of her daughter's driver's license during a presentation to high school students last spring. \ PHOTO: Julia Rendleman/Post-Gazette: Malinda Sherid's daughter Kim Cecchini, 16, died in a car accident in 2001. Ms. Sherid agreed to donate her daughter's organs and now volunteers for the Center for Organ Recovery and Education in O'Hara. \ PHOTO: UPMC photo: Transplant advocates promote organ donation on the Clemente Bridge and city streets last summer. \ INFORMATIONAL GRAPHIC: Center for Organ Recovery and Education; Post-GazetteL (Organ donor registration, by county)",,,Newspaper,Copyright 2015 P.G. Publishing Co.
,register,registration,organ,donor,people,program,center,campaign,driver,study,donation,result,HRSA,recipient,transplant,percent,researcher,message,license,among,research,take,article,customer,project,give,life,write,way,know,ms,persuade,event,fund,death,ethicist,morgan,employee,training,office,initiative,Kim,Donate_Life_America,Mr._Degenholtz,clerk,turn,wait,many,adult,receive,handful,1999,conduct,high,school,doctor,service,other,need,agency,increase,provide,brain,complain,consider,journal,advocate,think,ask,build,plan,dozen,grantee,student,University,CORE,American_Journal,Bioethics,sign_ups,mother,already,sign,decide,last,liver,better,do,letter,list,community,die,follow,accord,advocacy,group,decision,full,sherid,never
,19,15,13,12,12,12,11,11,10,9,8,8,8,7,7,7,7,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 29, 2015 Sunday",410 of 419 DOCUMENTS,Pittsburgh Post-Gazette,SNOW TIRES ARE A MUST IN CERTAIN CLIMATES,Ray Magliozzi,BUSINESS; CLICK & CLACK; Pg. E-7,,369 words,,,"December 9, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,need,snow,tire,stud,drive,buy,set,might,make,talk,know,suggest,subaru,purchase,husband,question,wheel,four,put,live,traction,road,unless,option,chain,home,Honda_Civic,dear,car,follow,call,hear,recently,npr,radio,show,caller,ready,replace,guy,love,sell,move,recommendation,term,type,e.g.,studd,try,convince,worth,financial,investment,extra,change,thought,kelly,yes,montana,actually,six,appease,god,sense,inexpensive,steel,otherwise,mount,balance,different,every,fall,spring,run,money,whether,trickier,depend,exactly,kind,city,suburban,area,street,clear,pretty,quickly,couple,disadvantage,chew,roadway,allow,lot,highway,outside,emergency,condition,worse,wet
,7,7,7,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 29, 2015 Tuesday",418 of 419 DOCUMENTS,Pittsburgh Post-Gazette,POLLUTED ITALY; CONTROLLING EMISSIONS IS NO FAIR-WEATHER THING,,EDITORIAL; Pg. A-6,,327 words,,,"December 29, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 P.G. Publishing Co.
,pollution,air,transit,use,world,toxic,reading,weather,way,ban,city,week,traffic,town,emission,control,urban,area,Italians,San_Vitaliano,environmental,negotiator,nation,meet,approve,accord,reduce,greenhouse,gas,difficulty,make,global,headline,disrupt,life,many,italian,key,factor,long,run,high,atmospheric,pressure,cause,mild,dry,region,rain,almost,december,exceed,limit,respond,different,government,official,decide,car,motorcycle,street,a.m.,p.m.,three,rome,restrict,base,license,plate,number,least,allow,ticket,pass,public,free,perhaps,greatest,indignity,feel,outside,mayor,declare,unfiltered,stove,baking,pizza,march,violator,fine,"1,130",local,newspaper,problem,worse,surpass,ceiling,114,time
,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
