PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
,Massenburg,strap,wear,bra,Motown,fashion,expose,woman,new,label,part,music,record,motown,top,girl,go,set,back,singer,call,way,generation,sexual,Badu,hit,soul,school,include,release,make,mall,young,people,body,president,mother,college,chief,manager,album,high,artist,work,expert,look,something,tank,show,reflect,society,dress,bras,Universal,New_York,office,single,put,law,drive,better,sell,company,fall,time,keep,rap,visible,chart,know,chairman,take,classic,sound,give,signature,big,major,lot,songstress,trend,badu,follow,baduizm,another,challenge,revival,industry,sense,street,still,act,firm,turn,along,neoclassic,image,editor,magazine
,16,15,10,10,10,9,9,8,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 19, 1999, Sunday",183 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),A GRIM FLASHBACK FOR SERBS; WAR VETERANS STRUGGLE TO COME TO TERMS WITH WHAT THEY SAW,"PHILIP SMUCKER, SPECIAL TO THE POST-GAZETTE","WORLD, Pg. A-6",,651 words,"BELGRADE, Yugoslavia",,"September 21, 1999",ENGLISH,,,,,,,Copyright 1999 P.G. Publishing Co.
,Ivan,war,Kosovo,student,fellow,soldier,believe,NATO,Serbian,help,fight,government,move,draft,court,people,lead,albanians,Yugoslav,Albanian,serve,army,hear,forest,bomb,smell,burn,inside,furnace,mine,talk,three,end,part,problem,society,regime,many,family,time,president,evader,judge,fear,political,go,force,peace,list,unit,Belgrade,dissident,oppose,shocked,shook,earth,around,speak,corpse,nearby,trepca,enjoy,idea,traumatize,still,afraid,fall,sound,thunder,psychiatric,program,struggle,bigger,face,own,role,haunt,question,answer,individual,opponent,cause,serbia,deal,experience,outside,country,key,whether,state,develop,de,mocratically,ignore,accuse,veterans,immediately,information,center
,11,10,10,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 30, 1999, Saturday",188 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),WHO GOT HERE FIRST? DEBATE IS REKINDLED,"MICHAEL WOODS, POST-GAZETTE NATIONAL BUREAU","SCIENCE, MEDICINE, TECHNOLOGY, Pg. A-1",,978 words,,,"November 3, 1999",ENGLISH,,,"INFORMATIONAL GRAPHIC, INFORMATIONAL GRAPHIC: Post-Gazette: Where did the first Americans; come from.",,,,Copyright 1999 P.G. Publishing Co.
,people,Clovis,Monte_Verde,ago,archeologist,americans,scientist,may,bridge,ice,new,ancient,settlement,evidence,mile,New_World,land,arrive,conference,culture,excavation,artifact,point,suggest,chile,monte,verde,Clovis_first,age,south,give,almost,scientific,expert,n.m.,consider,"30,000",long,right,idea,federal,bureaucrat,remain,name,clovis,near,help,stone,spear,emerge,become,holy,writ,heresy,1970,doubt,indicate,site,thousand,team,report,southern,live,"1,000",know,sea,level,sheet,Siberia,Alaska,Americas,American,pre_Clovis,Adovasio,University,North_America,familiar,story,walk,"13,000",immense,grassy,span,band,hunter,migrate,stalk,herd,mastodon,mammoth,giant,bison,descendant,rise,prehistoric,civilization,tidy,little,picture
,11,8,8,7,7,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 14, 1999, Sunday",189 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CRACKS EMERGE IN NATO AFTER KOSOVO CONFLICT,,"WORLD, Pg. A-6",,794 words,BRUSSELS -,,"January 13, 2000",ENGLISH,,,,,,,Copyright 1999 P.G. Publishing Co.
,NATO,military,ally,new,Kosovo,Russian,security,U.S.,EU,conflict,treaty,senior,European,Europe,anti_missile,Moscow,key,doubt,warning,transatlantic,lead,mission,issue,partner,think,time,diplomat,alongside,grow,mean,response,bill,must,improve,concern,develop,defense,war,power,alliance,source,next,confrontational,draft,force,Western,United_States,European_Union,Washington,crack,emerge,servicereleased,discipline,drive,coherence,impose,show,sign,division,momentous,draw,close,president,resurgent,immune,outside,showdown,fresh,uncertainty,obscure,signpost,future,faster,predict,sweet,taste,victory,turn,sour,generating,recrimination,raising,deeper,policy,humanitarian,intervention,ultimately,damning,report,nail,detail,many,balkan,observer,long,know,rank,insider,privately
,14,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 21, 1999, Sunday",190 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BETHLEHEM-CENTER SCHOOLS,,"MISCELLANEOUS, Pg. W-9",,796 words,,,"December 3, 1999",ENGLISH,,,,,,,Copyright 1999 P.G. Publishing Co.
,board,district,administrator,leave,Corazzi,Beth_Center,business,manager,go,money,decision,work,pay,salary,Sloan,blame,school,director,lose,kind,agenda,keep,Phillips,six,past,job,post,condition,try,every,little,thing,make,risk,criticism,duty,control,whatever,problem,change,time,admit,believe,reason,people,decide,can,receive,start,begin,approve,expenditure,meeting,take,Bethlehem_Center,Southeastern_Greene_School_District,smith,former,overreaching,overbearing,last,serve,become,least,seventh,quit,accept,exodus,proof,terrible,micromanagement,involved,manage,everything,train,create,climate,afraid,point,dispute,evidence,characterize,practice,management,intimidation,cite,failure,fulfill,chief,suspend,superintendent,sept,eight,suspension,week,find,confidential,file,office
,19,14,9,8,7,7,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 1, 1999, Wednesday",192 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),TURNOUT SMALL FOR MUZZLELOADER FALL SEASON,MIKE SAJNA,"SPORTS, Pg. C-10, OUTDOORS",,720 words,,,"December 2, 1999",ENGLISH,,,,,,,Copyright 1999 P.G. Publishing Co.
,hunter,season,deer,hunt,bimber,buck,orange,area,go,kill,shoot,good,fishing,Allegheny_County,special,regulation,expect,county,officer,well,pressure,four,might,pretty,wear,guy,program,pollen,although,muzzleloader,fall,turnout,game,commission,pennsylvania,conservation,number,especially,saturday,check,lot,law,exception,thing,road,take,think,report,violation,include,effect,have,gobbler,change,time,pound,angler,work,wetland,environmental,history,record,Sitler,campaigning,antlerless,nov,far,lighter,authorize,southeastern,allegheny,wildlife,rod,fairly,largest,thursday,decline,weekend,rainy,spotty,nobody,we,knowledge,afraid,happen,question,everybody,seem,abide,minor,deputy,spend,large,part,patrol,particular,concerned,albino,lie
,7,7,6,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 18, 1999, Monday",197 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BALTIMORE ZOO BREEDS SUCCESS; PROGRAM PRODUCES PROLIFIC COLONY OF AFRICAN PENGUINS,"MARY PEMBERTON, THE ASSOCIATED PRESS","SCIENCE, TECHNOLOGY AND MEDICINE, Pg. A-13",,821 words,BALTIMORE,,"January 19, 1999",ENGLISH,,,"PHOTO (2), PHOTO: Greg Nelson/Associated Press: Above: Three sibling African; penguin chicks wait to be fed at the Baltimore Zoo. The zoo's breeding program; has resulted in the largest and most prolific colony of African penguins in; North America.; PHOTO: Below: An adult African penguin at the Baltimore Zoo.",,,,Copyright 1999 P.G. Publishing Co.
,penguin,African,Sarro,take,female,bird,zoo,zoos,know,breeding,african,aquarium,live,egg,Baltimore_Zoo,nest,room,around,program,species,use,three,box,pair,week,swim,look,soap,opera,adult,nursery,black,kiddie,pool,colony,1967,bray,produce,island,wild,select,plan,population,genetically,propagation,group,member,feather,couple,studbook,male,lay,parent,young,place,learn,black_footed,South_Africa,proper,upstanding,deceive,sexual,trickery,teach,star,thing,example,reduce,hang,youngster,instead,snuggle,bit,home,wrecker,curator,point,pretty,white,twirl,result,largest,prolific,begin,almost,800,donkey,sell,many,pay,distinguished,band,across,upper,chest,stand,inch,tall,weigh
,25,8,8,7,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 14, 1999, Sunday",198 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),WARMTH OF CLINTON VISIT FADES TO FREEZE IN CHINA; ADMINISTRATION OFFICIALS SAY POLITICAL FORCES IN BOTH COUNTRIESARE MORE INTENT; ON CONFRONTATION THAN COOPERATION.,"JANE PERLEZ, THE NEW YORK TIMES","WORLD, Pg. A-8",,1355 words,WASHINGTON,,"February 17, 1999",ENGLISH,,,,,,,Copyright 1999 P.G. Publishing Co.
,China,administration,missile,official,system,Chinese,trade,last,Clinton,human,rights,report,Congress,policy,visit,make,defense,Geneva,security,face,expect,organization,join,time,control,U.S.,Pentagon,Washington,president,trip,new,run,country,technology,three,chinese,world,push,regime,Taiwan,Berger,Japan,leave,set,instead,show,progress,constructive,engagement,particularly,complain,inquiry,military,announce,march,describe,number,1990,point,another,still,prime,minister,april,find,issue,common,ground,likely,may,concession,economist,recently,clear,reversal,relationship,take,surprise,national,crackdown,resolution,condemn,annual,government,almost,debate,right,move,conference,intensify,theater,interest,part,belong,Beijing,White_House,South_Korea,Western,return
,28,25,11,10,9,9,8,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"March 17, 1999, Wednesday",200 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),DO FEWER ATTACKS MEAN FEWER SHARKS?,"JANE SUTTON, REUTERS NEWS SERVICE","SCIENCE, TECHNOLOGY & MEDICINE, Pg. A-3",,456 words,MIAMI,,"March 17, 1999",ENGLISH,,,,,,,Copyright 1999 P.G. Publishing Co.
,shark,attack,Burgess,water,Florida,last,go,South_Africa,human,drop,worldwide,1998,leave,scientist,overfish,change,factor,people,number,fish,fewer,occur,percent,decade,report,unusual,attract,fatal,grab,boy,apparently,surfer,Australia,third,straight,puzzle,whether,climate,figure,decline,researcher,log,1997,well,high,1995,study,release,file,director,suspect,trend,continue,several,know,sure,due,weather,pattern,variation,current,affect,available,feed,close,shore,bump,downturn,economy,tourist,beach,therefore,less,time,spend,half,four,big,news,many,compare,yearly,average,five,past,oceanographic,condition,except,greater,sardine,six,fatality,state,nov,tiger,pull,flail,stay,afloat
,13,10,6,5,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 4, 1999, Sunday",201 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"TRIAL COULD RAISE GAY AWARENESS; MURDER OF MATTHEW SHEPARD, 21, HAS BECOME A SYMBOL OF VIOLENCE","JAMES BROOKE, THE NEW YORK TIMES","NATIONAL, Pg. A-11",,917 words,"LARAMIE, Wyo.",,"April 6, 1999",ENGLISH,,,"PHOTO, PHOTO: Matthew Shepard",,,,Copyright 1999 P.G. Publishing Co.
,people,Shepard,trial,gay,fence,death,around,Skaggs,become,go,murder,wyoming,interest,state,lawyer,last,nation,organizer,bill,director,hate_crime,spot,beaten,die,six,beat,take,piece,powerful,defendant,charge,robbery,face,violence,world,news,courtroom,police,oct,penalty,motivate,juror,town,add,client,travel,many,political,group,condolence,legislature,crime,antigay,vote,defeat,ordinance,center,Matthew_Shepard,Henderson,Laramie,Washington,Judy_Shepard,sunrise,today,rev,fellow,worshipper,gather,easter,service,bleak,windswept,hill,stand,small,cross,stone,rough,marker,rob,leave,lash,wooden,pole,fatal,college,student,pilgrimage,site,bear,poem,floral,bouquet,wear,deep,rut,dirt,track,lonely
,10,8,7,6,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 5, 1999, Wednesday",205 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),LIFE AFTER COPPER; MINERS FACE MAJOR CHANGES AS INDUSTRY SHRINKS,"JERRY NACHITGAL, THE ASSOCIATED PRESS","BUSINESS, Pg. C-1",,820 words,"GLOBE, Ariz.",,"May 5, 1999",ENGLISH,,,"PHOTO, PHOTO: Jack Smith/Associated Press: Carrie Schlink, 44, is trying to; get used to business attire instead of a hardhat and work boots. She had to; retrain for office work after she lost her job at BHP Copper's Pinto Valley; mine when metal prices dropped. At BHP she handled massive hydraulic drills; and drove super-size dump trucks.",,,,Copyright 1999 P.G. Publishing Co.
,copper,Arizona,mine,mining,industry,ore,new,price,miner,work,1997,company,Schlink,computer,production,century,economy,record,accord,major,world,BHP_Copper,job,ton,open,earn,hour,1998,federal,four,employ,trade,state,cheaper,extract,thousand,decline,financial,home,automobile,worth,still,far,dozen,billion,today,largest,base,early,soar,leam,prosper,Carrie_Schlink,Pinto_Valley,Miami,Bisbee,Copper,admit,feel,little,uncomfortable,sit,wear,makeup,business,attire,train,career,office,assistant,much,rather,old,toil,manning,massive,hydraulic,drill,drive,dump,truck,load,200,carve,pit,love,divorced,mother,three,16.80,develop,bulg,bicep,weightlifter,february,sank,depth,shut,500
,20,12,10,10,7,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 14, 1999, Friday",206 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"LEGISLATORS UNITE, SELECT NEW ITALIAN; BANKER AND POLITICIAN NAMED HEAD OF STATE IN RARE SHOW OF UNITY","ELLEN KNICKMEYER, THE ASSOCIATED PRESS","WORLD, Pg. A-7",,561 words,ROME,,"May 17, 1999",ENGLISH,,,,,,,Copyright 1999 P.G. Publishing Co.
,political,Italy,Ciampi,president,government,vote,treasury,minister,opposition,election,candidate,presidency,support,leave,politician,round,many,work,together,reform,nation,leader,whose,start,premier,new,important,post,serve,ballot,party,require,central,bank,governor,head,state,last,center_right,internationally,respected,broad,right,marvel,rare,show,unity,single,voting,third,time,happen,postwar,easy,win,suggest,ready,cumbersome,system,able,reach,accord,name,give,country,strong,sign,responsibility,difficult,moment,crucial,quick,decision,away,awkward,indirect,process,pick,begin,immediately,climate,chance,without,former,executive,commission,believe,today,period,collaboration,largely,ceremonial,wield,power,kind,referee,crise,decide,whether
,7,7,6,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 14, 1999, Friday",207 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SENATE GOP RECONSIDERS GUN CONTROL VOTES,"FRANK BRUNI, THE NEW YORK TIMES","NATIONAL, Pg. A-1",,801 words,WASHINGTON,,"May 17, 1999",ENGLISH,,,,,,,Copyright 1999 P.G. Publishing Co.
,gun,show,measure,republican,check,vote,amendment,Democratic,Craig,proposal,background,last,control,wednesday,sen,Senate,defeat,create,second,take,bill,Republican,require,buyer,turn,advocate,majority,night,sale,weapon,child,school,public,right,defend,restriction,help,sponsor,unlicensed,conduct,license,dealer,represent,vendor,make,colleague,juvenile,yet,similar,federal,much,new,expect,Smith,Democrats,Lautenberg,around,precisely,startling,reversal,reflect,skittishness,portray,soft,addition,sizable,senator,prohibit,semiautomatic,ban,importation,ammunition,clip,development,stark,contrast,action,indeed,concerned,shoot,colo,alter,opinion,fresh,outrage,among,many,americans,violence,availability,firearm,proud,stand,floor,proclaim,defender,gordon,smith,refer
,17,11,10,10,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 10, 1999, Friday",214 of 217 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SAN FRANCISCOIS ALWAYS A TREAT,"ROBERT CROSS, CHICAGO TRIBUNE","TRAVEL, Pg. F-1",,2407 words,,,"December 9, 1999",ENGLISH,,,,,,,Copyright 1999 P.G. Publishing Co.
,city,San_Francisco,pretty,around,home,feel,house,find,take,people,always,look,downtown,world,restaurant,serve,street,town,near,immigrant,little,build,make,go,building,tour,area,might,much,old,Golden_Gate,North_Beach,Chinese,afternoon,rest,way,lot,hill,neighborhood,seem,car,soon,hotel,railroad,shop,history,bar,live,long,many,commercial,start,move,complex,earthquake,end,today,gay,time,leave,thing,really,air,lose,head,1940,Oakland,Levi,Tenderloin,Spanish,Angel_Island,call,greg,along,mean,bridge,still,yes,course,stand,refer,count,visit,wonderful,feature,drape,never,behind,cable,district,residence,hint,must,give,name,19th,century,another,daily
,21,13,9,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
